record_id,pubmedID,title,keywords,authors,abstract,label_abstract_screening,label_included
11,10053176,Effects of calcium channel blockade in elderly patients with diabetes and systolic hypertension. Systolic Hypertension in Europe Study Researchers.,,"Tuomilehto, J; Rastenyte, D; BirkenhÃ¤ger, W H; Thijs, L; Antikainen, R; Bulpitt, C J; Fletcher, A E; Forette, F; Goldhaber, A; Palatini, P; Sarti, C; Fagard, R","Recent reports suggest that calcium channel blockers may be harmful in patients with diabetes and high blood pressure. We have previously reported that antihypertensive treatment with the calcium channel blocker nitrendipine reduces the risk of cardiovascular events. In this post hoc analysis, we compared the outcome of treatment with nitrendipine in diabetics and non-diabetics.; After stratification by center, sex, and the presence or absence of prior cardiovascular complications, 4695 patients (age > or = 60 years) with systolic blood pressure 160 to 219 mm Hg and diastolic blood pressure below 95 mm Hg were randomized to active treatment or placebo . Active treatment consisted of nitrendipine (10 to 40 mg per day) with the possible addition or substitution of enalapril (5 to 20 mg per day) or hydrochlorothiazide (12.5 to 25 mg per day) or both, titrated to the systolic Lower blood pressure at least 20 mm Hg and below 150 mm Hg. In the control group, corresponding placebo tablets were administered in a similar manner.; At randomization, 492 patients (10.5 percent) had diabetes. After a median follow-up of two years, the systolic and diastolic blood pressures in the placebo and active treatment groups in the diabetics differed by 8.6 and 3.9 mmHg, respectively. In the 4203 patients without diabetes, the systolic and diastolic blood pressures differed Press around 10.3 and 4.5 mmHg in the two groups, respectively. After adjusting for possible confounders, active treatment was found to reduce all-cause mortality by 55 percent (from 45.1 deaths per 1000 patients to 26.4 deaths per 1000 patients), cardiovascular disease mortality by 76 percent, and all combined cardiovascular events by 69 percent, fatal and nonfatal strokes by 73 percent, and all cardiac events combined by 63 percent in the group of patients with diabetes. In non-diabetic patients, active treatment reduced all cardiovascular events combined by 26 percent and fatal and non-fatal stroke by 38 percent. In the group of patients receiving active treatment, the reduction in all-cause mortality, mortality from cardiovascular disease, and all cardiovascular events was significantly greater in the diabetics than in the non-diabetics (p=0.04, p = 0.02 and p = 0.01, respectively). ).; Nitrendipine-based antihypertensive therapy is particularly beneficial in elderly patients with diabetes and isolated systolic hypertension. Therefore, our results do not support the hypothesis that the use of long-acting calcium channel blockers in diabetics could be harmful.",0,0
12,10063787,Low-dose combination therapy as first-line treatment for hypertension for blacks and non-blacks.,,"Prisant, L M; Neutel, J M; Ferdinand, K; Papademetriou, V; DeQuattro, V; Hall, W D; Weir, M R","To assess the efficacy and safety of bisoprolol/hydrochlorothiazide (HCTZ) 6.25 mg, amlodipine and enalapril in black and non-black patients, data from two comparative studies were pooled and subgroup analyzes performed. Both studies had a similar design and included all three active treatments. The second study also included a placebo group. Subjects (n = 541) with a seated diastolic blood pressure of 95-114 mmHg were titrated to achieve a diastolic blood pressure < or = 90 mmHg. The studies included 114 blacks and 427 non-blacks. The results of an intention-to-treat analysis of mean change from baseline after 12 weeks of treatment showed the following: 1) blood pressure was significantly reduced by all three agents compared to baseline or placebo; 2) in blacks, bisoprolol/HCTZ 6.25 mg produced significantly greater reductions in systolic and diastolic blood pressure than enalapril or placebo, but was not significantly different from amlodipine; 3) in non-black patients, bisoprolol/HCTZ 6.25 mg produced a significantly greater reduction in diastolic blood pressure than amlodipine, enalapril, or placebo. The placebo-corrected blood pressure change was greater in blacks on the bisoprolol/HCTZ 6.25 mg combination than in whites, but this was not statistically significant. Bisoprolol/HCTZ 6.25 mg controlled diastolic blood pressure to < or = 90 mmHg in significantly more patients than enalapril or placebo in blacks and non-blacks. The difference in control rates was not significant compared to amlodipine. The incidence of drug-related adverse events was similar between treatments; However, bisoprolol/HCTZ 6.25 mg had a lower rate of discontinuation due to lack of blood pressure control or adverse experiences in both Black and non-Black subjects.",0,0
13,10066961,Linear IgA bullous dermatosis in a patient with acute lymphoblastic leukemia: possible involvement of granulocyte colony-stimulating factor.,,"Kano, Y; Kokaji, T; Shiohara, T","We describe a case of linear IgA bullous dermatosis (LABD) in a patient with acute lymphocytic leukemia during treatment with granulocyte colony-stimulating factor (G-CSF). After a drug rash due to imipenem cilastatin sodium resolved, bullous lesions appeared on the trunk. The results of histopathological studies and direct immunofluorescence studies of the lesion were consistent with LABD. However, reintroduction of G-CSF after dissolution did not reproduce the bullous eruptions. This suggests that, in addition to G-CSF, the presence of precipitating factors that can synergistically enhance or accelerate disease onset is required for the development of bullous lesions. Various cytokines such as interleukin-2 (IL-2) and interferon-gamma (IFN-gamma) endogenously produced by activated lymphocytes during drug onset may have provided a favorable milieu for the onset of G-CSF-induced LABD. We suggest that patients with LABD need special attention to the nature of the cytokines or combinations of cytokines administered as therapeutic modalities.",0,0
14,10067800,"Efficacy and safety of telmisartan, a selective AT1 receptor antagonist, compared to enalapril in elderly patients with primary hypertension. TEES study group.",,"Karlberg, B E; Lins, L E; Hermansson, K","To evaluate the antihypertensive efficacy and safety of the new AT1 receptor antagonist telmisartan compared to that of enalapril in elderly patients with mild to moderate hypertension.; A 26-week, multicenter, double-blind, parallel-group study of dose titration.; A total of 278 patients ≥ 65 years of age were randomized to receive either telmisartan or enalapril once daily. The dose of telmisartan was increased from 20 to 40-80 mg and that of enalapril from 5 to 10-20 mg at 4-week intervals until trough supine diastolic blood pressure was < 90 mmHg. After 12 weeks, hydrochlorothiazide at a dose of 12.5-25 mg once daily was added to the treatment regimen of patients not controlled on monotherapy.; Both treatments reduced blood pressure in comparable and clinically meaningful ways. The adjusted mean changes from baseline in supine diastolic blood pressure were -12.8 mmHg for telmisartan and -11.4 mmHg for enalapril (p=0.074). The mean changes in supine systolic blood pressure were -22.1 mmHg for telmisartan and -20.1 mmHg for enalapril (p=0.350). Overall, 63% and 62% of patients responded to telmisartan and enalapril, respectively, with supine diastolic blood pressure < 90 mmHg. Both treatment regimens were effective in lowering blood pressure over the 24-hour dosing interval, as determined by ambulatory blood pressure monitoring. Both therapies were well tolerated; however, patients treated with enalapril were more than twice as likely to have treatment-emergent cough compared to patients treated with telmisartan (16% versus 6.5%); These results indicate that telmisartan is well tolerated and is at least as effective as enalapril in treating elderly patients with mild to moderate hypertension.",0,0
15,10069777,Meeting highlights. Highlights of the 20th Congress of the European Society of Cardiology.,,"Ferguson, J J",,0,0
16,10072218,Acute antiischemic effects of perindoprilat in men with coronary artery disease and their relation to left ventricular function.,,"Bartels, G L; van den Heuvel, F M; van Veldhuisen, D J; van der Ent, M; Remme, W J","Long-term inhibition of angiotensin converting enzyme (ACE) may reduce ischemic events in patients with coronary artery disease, but whether it protects against acute ischemia or the impact of pre-existing left ventricular (LV) dysfunction on potential antiischemic properties is unknown. We conducted a double-blind study in 25 patients with exercise-induced ischemia. The effects of perindoprilat on stimulation-induced myocardial ischemia have been studied. 14 patients received perindoprilat and 11 patients placebo. Based on LV function, 2 subgroups were formed in the perindoprilat group: 7 patients with LV dysfunction (LV ejection fraction < 0.40) and 7 patients with normal LV function. After receiving the study medication, the pacemaker test was repeated. During the first stimulation test, both groups developed ischemia. After administration of perindoprilat, increases in systemic vascular resistance and LV end-diastolic pressure were significantly attenuated (p<0.05). Furthermore, the ischemia-induced increase in arterial and cardiac uptake of norepinephrine was inhibited by perindoprilat, and the increase in atrial natriuretic peptide was less pronounced; in addition, ST segment depression was reduced by 32% compared to placebo (all p<0.05). In the LV dysfunction group, perindoprilat significantly reduced LV end-diastolic pressure by 67% and myocardial lactate production was prevented, but this did not occur in the normal LV function group. In addition, the rise in arterial norepinephrine was reduced by 74% and 33%, respectively (p<0.05). These results indicate that perindoprilat reduced acute stimulation-induced ischemia in normotensive patients. These effects were more pronounced in patients with (asymptomatic) LV dysfunction than in patients with normal LV function.",0,0
17,10073748,Cough and angiotensin II receptor antagonists: cause or confusion?,,"Mackay, F J; Pearce, G L; Mann, R D","Cough is one of the most common side effects of angiotensin converting enzyme inhibitors (ACEIs), but is not thought to be related to losartan, an angiotensin II receptor antagonist (ARA). This study compares reports of cough with losartan and three ACEIs used in general practice.; Studies were conducted for losartan and three ACEIs, enalapril, lisinopril and perindopril using the prescription event monitoring technique. The patients were identified based on the submitted prescription data. Questionnaires were mailed to patients' GPs 6 months after the date of first prescription. Cases of cough within the first 60 days of losartan treatment that led to drug discontinuation were followed up with additional questionnaires. Incidence rates for reports of cough were calculated. To reduce the impact of carry-over effects, rate ratios were calculated for first reports of cough between days 8 and 60 using losartan as the index drug.; The cohort for each drug exceeded 9000 patients. Age and gender distribution and indications for prescribing the four drugs were similar. Cough was the most common reason for discontinuation of losartan and the most frequently reported event in the first month of treatment with this drug. When reports of cough between days 1-7 were excluded, cough rates were significantly higher for the three ACEIs compared to losartan (rate ratios 1.5, 4.8, and 5.7, all p<0.03). 101 patients discontinued losartan because of cough. 91% of them had previously been prescribed an ACEI and 86% had previously experienced an ACEI cough.; The observed increase in reports of cough with losartan was due to carryover. Cough rates between days 8 and 60 were significantly higher for the three ACE inhibitors compared to losartan. Confounding factors associated with comparative observational cohort studies are discussed.",0,0
18,10073783,Inhibition of angiotensin converting enzyme as antiatherosclerotic therapy: no answer yet. CALM investigators. QUinapril Ischemic Event Trial.,,"Cashin-Hemphill, L; Holmvang, G; Chan, R C; Pitt, B; Dinsmore, R E; Lees, R S","Angiotensin converting enzyme inhibitors have been shown to be clinically beneficial in congestive heart failure. Whether they also benefit patients with coronary artery disease without congestive heart failure via an antiatherosclerotic mechanism is a question that the QUinapril Ischemic Event Trial quantitative coronary angiography (QCA) study attempted to answer: 1,750 patients with normal left ventricular function who were patients Patients undergoing coronary angiography and angioplasty were randomized to quinapril 20 mg/day versus placebo and followed for 3 years for cardiac endpoints. A randomly selected subgroup from the full cohort underwent follow-up angiography. The primary QCA endpoint was the categorical assignment of progression versus non-progression, defined by either QCA or a cardiac event, in patients who were enrolled in the QCA study and did not have suitable follow-up X-ray film. Secondary endpoints in patients with 2 angiograms were: development of new stenosis, change in minimum lumen diameter index, and change in percent stenosis index diameter. There were 119 progressors among 243 placebo-treated patients (49%) and 111 progressors among 234 quinapril-treated patients (47%) (p=NS). There were 44 patients with new stenosis development in the placebo group (19%) and 50 (22%) in the quinapril group (p=NS). The change in minimum lumen diameter index was -0.21 +/- 0.03 mm in the placebo group and -0.18 +/- 0.03 mm in the quinapril group (p=NS). Finally, the percent diameter change in stenosis index was +5.1 +/- 1.0 in the placebo group and +3.5 +/- 1.0 in the quinapril group (p=NS). Possible confounders of this study are presented and discussed.",0,0
19,10073846,Comparison of the effects of losartan and captopril on mortality in patients after acute myocardial infarction: the OPTIMAAL study design. Optimal therapy in myocardial infarction with the angiotensin II antagonist losartan.,,"Dickstein, K; Kjekshus, J","Patients with acute myocardial infarction and evidence of heart failure or left ventricular dysfunction during the acute phase are at excessive risk of mortality. Therapy with angiotensin converting enzyme inhibitors mitigates the adverse effects of angiotensin II and has been shown to significantly reduce morbidity and mortality in this population. Selective angiotensin type 1 receptor antagonism with losartan, which blocks the effects of angiotensin II regardless of its source at the receptor level, may result in more complete blockade of the renin-angiotensin system. The Optimal Therapy in Myocardial Infarction with the Angiotensin II Antagonist Losartan (OPTIMAAL) study is a multi-center, double-blind, randomized, parallel, captopril-controlled study. The primary hypothesis is that losartan reduces the risk of all-cause mortality by 20% compared to captopril in high-risk patients after acute myocardial infarction. The study population consists of 5,000 patients aged > or = 50 years with congestive heart failure during the acute phase or with a new anterior Q-wave infarction or reinfarction. Patients will be randomized to treatment with either losartan or captopril. All patients will be followed up to 937 event-driven deaths. The primary endpoint is all-cause mortality (all-cause mortality). The secondary and tertiary endpoints are sudden death (and/or resuscitated cardiac death) and fatal/non-fatal reinfarction. Based on the assumed event rate, treatment effect, and 95% power to demonstrate a 20% reduction in all-cause mortality at the 4.3% level of significance (two-tailed, adjusted for 2 interim analyses), at least 5,004 patients will be enrolled in the study and drive continues until a total of 937 events is reached (intention-to-treat analysis).",1,0
20,10075143,Study on propionyl-L-carnitine in chronic heart failure.,,,"In patients with chronic heart failure, fatigue is independent of hemodynamic and neuroendocrine changes and may possibly be due to impaired muscle metabolism. Propionyl-L-carnitine, a carnitine derivative, has been shown in previous studies to improve muscle metabolism. The aim of this study was to evaluate the effect of propionyl-L-carnitine on exercise capacity in patients with mild to moderate chronic heart failure treated with ACE inhibitors and diuretics.; This was a phase III, double-blind, randomized, parallel, multicenter study. The primary objective was to assess the effect of propionyl-L-carnitine versus placebo on maximal exercise time using a bicycle endurance test. The primary analysis performed in the intention-to-treat population (271 and 266 patients in propionyl-L-carnitine and placebo) showed no statistically significant difference between treatments. A 15 second difference in favor of propionyl-L-carnitine was observed in the completer/complier population (P=0.092). An a priori specified subgroup analysis of patients stratified by baseline maximal exercise time showed a trend of improvement in propionyl-L-carnitine patients with shorter maximal exercise duration. A non-a priori specified analysis in patients stratified by ejection fraction (< or = 30% vs. 30-40%) showed a statistically significant difference in maximum exercise duration in favor of propionyl-L-carnitine in patients with a higher ejection fraction (40 s, P<0.01). There were no security issues.; The study misses the primary objective but confirms the good safety profile of propionyl-L-carnitine. An exploratory, unbiased analysis suggests that propionyl-L-carnitine improves exercise capacity in patients with preserved cardiac function. This hypothesis needs to be confirmed by a specific tailored study.",0,0
