record_id,title,abstract,keywords,authors,year,date,doi,label_included
11,Evolution of Highly Pathogenic Avian Influenza H5: Sequence Data Indicates Gradual Changes in Cleavage Site,"The genetic composition of a quasispecies H5 subtype hemagglutinin gene, obtained from ostrich tissues that had been infected with H5 subtype influenza virus, was analyzed using a next-generation sequencing approach. The first evidence for reiterative copying of a poly(U) stretch in the connecting peptide region at the hemagglutinin cleavage site (HACS) by viral RNA-dependent RNA polymerase (RdRp) is provided. Multiple nonconsensual RNA species were detected in the infected host, corresponding to likely intermediate sequences between the putative low pathogenic precursor nucleotide sequence of influenza strain H5 and the gene sequence of highly pathogenic avian influenza virus. In silico analysis of the identified RNA sequences predicted that the intervening H5 sequence PQREKRGLF plays an important role in subsequent mutational events that relocate the HACS coding region from stable base-paired RNA regions to a single-stranded bulge, thus preparing the connecting peptide coding region. for RdRp slippage.",,"Abolnik, C.",2017.0,,10.1007/s00705-017-3337-x,0
12,Outbreaks of H6N2 avian influenza viruses in chickens were caused by a variety of H6N8 and H9N2 ostrich viruses.,"The first recorded outbreak of avian influenza (AI) in South African chickens (low pathogenic H6N2) occurred in Camperdown, KwaZulu/Province of Natal (KZN) in June 2002. To determine the source of the outbreak, we defined the phylogenetic relationships among several H6N2 and the previously unpublished genetic sequences of an H6N8 virus isolated in 1998 from ostriches in the Leeu Gamka region (A/Ostrich/South Africa/KK98/98). We showed that two distinct H6N2 genetic lineages (sublineages I and II) circulated in the Camperdown area, which then spread to other regions. Sublineages I and II shared a recent common ancestor H6N2, which arose from a reassortment event between two South African ostrich isolates A/Ostrich/South Africa/9508103/95 and (H9N2) A/Ostrich/South Africa/KK98/98 ( H6N8). In addition, sublineage I H6N2 viruses had several molecular genetic markers, including a 22-amino acid stem deletion in the neuraminidase (NA) protein gene, a predicted increase in N-glycosylation, and a D144 mutation of the NA protein gene. HA, all of which are associated with the adaptation of AI viruses to chickens. The H6N2 NS1 and PB1 genes shared recent common ancestors with those of contemporary HPAI Asian H5N1 viruses. Our results suggest that ostriches are potential mixing vessels for outbreak strains of avian influenza viruses (AIV) and support other reports that H6 viruses are capable of forming stable lineages in chickens. © 2006 Springer Science+Business Media, LLC.",,"Abolnik, C.;Bisschop, S.;Gerdes, T.;Olivier, A.;Horner, R.",2007.0,,10.1007/s11262-006-0007-6,0
13,Phylogenetic analysis of low pathogenicity avian influenza H6N2 viruses from outbreaks in chickens (2001-2005) suggests that they are reassortments of historical ostrich low pathogenicity avian influenza H9N2 and H6N8 viruses.,"Low pathogenicity (LPAI) and high pathogenicity avian influenza (HPAI) viruses are periodically isolated from South African ostriches, but during 2002 the first recorded outbreak of LPAI (H6N2) occurred in South African chickens on commercial farms in the Camperdown area of KwaZulu. /Province of Natal (KZN). A sequence analysis of the eight genes and a phylogenetic analysis based on the hemagglutinin and neuraminidasc sequences were performed. Results of phylogenetic analyzes indicated that chicken H6N2 viruses likely arose from a reassortment between two South African LPAI ostrich isolates: an H9N2 virus isolated in 1995 and an H6N8 virus isolated in 1998. Two co-circulating sublineages of H6N2 viruses were detected, both sharing a recent common ancestor. One of these sublineages was restricted to the KZN province. The neuraminidase gene contained a 22-amino acid deletion in the NA stem region, which is associated with growth adaptation in chickens, while the other group, although lacking the NA stem deletion, spread to farms. business from other provinces. The persistence of particular types of H6N2 in some regions for at least 2 years supports reports from Asia and southern California suggesting that H6N2 viruses can form stable lineages in chickens. The H6N8 and H9N2 ostrich progenitors of the chicken H6N2 viruses are likely to have been introduced to ostriches by wild birds. Ostriches, in which AI infections are often subclinical, can serve as mixing vessels for LPAI strains that are occasionally transmitted to other poultry.",,"Abolnik, C.;Bisschop, S. P. R.;Gerdes, G. H.;Olivier, A. J.;Horner, R. F.",2007.0,,,0
14,Complete genome sequence of an African avian paramyxovirus type 4 strain isolated from a wild duck,"random amplification/deep sequencing approach was applied to determine the complete genome sequence of an avian paramyxovirus type 4 (APMV-4) strain isolated from a wild duck in South Africa in 2010. This sequence represents the fourth complete genome of APMV-4 in public sequence databases and the first for the African continent. A total of 87,402,081 Illumina double ended reads were obtained, of which 47,338,867 (54.16%) were assigned to the reference genome EU877976. The entire genomic sequence of 15,054 nt, including the intact ends, was recovered with high redundancy (coverage per base: average = 198,861.06, minimum = 52, and maximum = 1,790,889). Pairwise comparison of whole genomic nucleotide sequences indicated that APMV-4/Egyptian goose/South Africa/N1468/10 shared 97.3% sequence identity with APMV-4/KR/YJ/06, a sequence identity of 96.4% with APMV-4/mallard duck/Belgium/15129/07 and 90.8% nucleotide sequence identity with APMV-4/duck/HK/D3/75. Genomic features were consistent with previously sequenced viruses, including predicted open reading frames for the NP, P, F, and L genes, but variations were identified in the coding regions of the M and HN genes. The sequencing approach adopted in this study could successfully indicate quasispecies in the viral stock.",,"Abolnik, C.;de Castro, M.;Rees, J.",2012.0,Dec,,0
15,Characterization of pigeon paramyxoviruses (Newcastle disease virus) isolated in South Africa from 2001 to 2006,"Pigeon paramyxovirus type 1 (PPMV-1), a variant of Newcastle disease virus that primarily affects pigeons and pigeons, has been isolated in South Africa since the mid-1980s. Phylogenetic evidence indicates that the viruses Pigeon paramyxovirus type 1 were introduced into South Africa on multiple occasions, based on the presence of two separate lineages, 4bi and 4bii, which have been circulating in Europe and the Far East since the early 1990s. During 2006, A PPMV-1 virus was isolated from an African ground hornbill (Bucorvus leadbeateri) that became acutely infected with PPMV-1 and died, probably after rummaging through the carcasses of infected pigeons in the region, since a strain of PPMV- 1 closely related was also isolated from pigeons collected nearby. The hornbill isolate had ICPI and MDT values characteristic of PPMV-1 strains. The threat of PPMV-1 to poultry production and biodiversity in southern Africa highlights the importance of monitoring the spread of this strain.",,"Abolnik, C.;Gerdes, G. H.;Kitching, J.;Swanepoel, S.;Romito, M.;Bisschop, S. P. R.",2008.0,,,0
16,Characterization of a highly pathogenic influenza A virus of subtype H5N2 isolated from ostriches in South Africa in 2004,"Objectives: The H5N2 strain of HPAI that caused an outbreak in ostriches in the Eastern Cape, South Africa in 2004 was characterized. Design: Hemagglutination inhibition (HI) and agar gel immunodiffusion (AGID) were performed on sera from farms from ostriches in the region of the outbreak, and intravenous pathogenicity tests (IVPI), reverse transcriptase polymerase chain reaction (RT-PCR), nucleic acid sequencing and phylogenetic comparisons were performed on HPAI H5N2 virus isolated during the outbreak. Results: The deduced amino acid sequence at the HA0 cleavage site determined by RT-PCR and nucleotide sequencing was PQREKRRKKRGLF and thus the virus fell within the definition of a highly pathogenic virus, but in an IVPI test in chickens on virus isolated from the case index and a value of 0.63 was recorded, which is below the criteria for highly pathogenic viruses in this in vivo test. After further passage in embryonated eggs, a second IVPI was performed and a high value of 1.19 was obtained. Cloacal swabs were taken from the initial IVPI birds, inoculated into embryonated chicken eggs, and then a third IVPI was performed on the resulting hemagglutinating infectious allantoic fluid. An index of 2.73 was recorded. Conclusions: HI tests appear to be the most sensitive tests compared to AGID when testing avian influenza antibodies in sera. An ostrich-derived virus with a virulent HA0 cleavage site was initially non-virulent in chickens, but after chicken passage, virulence increased. Phylogenetic analyzes demonstrated the link between AI viruses carried by wild ducks and those that infect ostriches. © 2009 Blackwell Publishing Ltd.",,"Abolnik, C.;Londt, B. Z.;Manvell, R. J.;Shell, W.;Banks, J.;Gerdes, G. H.;Akol, G.;Brown, I. H.",2009.0,,10.1111/j.1750-2659.2009.00074.x,0
17,Complete genome sequencing of a velogenic Newcastle disease virus isolated in Mexico,"In Mexico, the number of cases of the highly virulent Newcastle disease virus is increasing. In 2005, an outbreak of Newcastle disease occurred in a laying hen farm in the state of Puebla despite vaccination with the LaSota strain. Farmers experienced a significant drop in egg production as a result of a field challenge virus. In this study we characterize the virus APMV1/pollo/Mexico/P05/2005, responsible for the outbreak. The virus is classified as a velogenic virus with an intracranial pathogenicity index of 1.99 and a median time to chick embryo death of 36 h. The full length of the virus genome was sequenced as consisting of 15,192 bp. Furthermore, phylogenetic analysis classified the virus as a member of class II, genotype V. The highly pathogenic nature of the virus has been linked to the amino acid sequence at the fusion protein cleavage site, which contains multiple basic amino acids (RRQKR ; F). © Springer Science+Business Media, LLC 2012.",,"AbsalÃ³n, A. E.;Mariano-MatÃ­as, A.;VÃ¡squez-MÃ¡rquez, A.;Morales-GarzÃ³n, A.;CortÃ©s-Espinosa, D. V.;Ortega-GarcÃ­a, R.;Lucio-Decanini, E.",2012.0,,10.1007/s11262-012-0782-1,0
18,Avian Influenza: Global Assessment of the Potential 21st Century Pandemic,"The emergence of highly pathogenic avian influenza (HPAI) of Asian lineage and subsequent spread to other parts of the world and the continuing spread of the H5N1 epidemic in Eurasia and Africa to domestic birds, wild birds and humans have generated unprecedented attention in recent times and the threat of a possible pandemic through the avian-human link. Historically, from 1878 to 1955, avian plaque was described as a high-mortality disease of poultry in many countries in Europe, Asia, North and South America, and Africa, and the etiology was shown to be filterable virus. . In the 1930s to 1950s, avian plaque disappeared as an endemic disease in most parts of the world. In 1949, the first report of a low virulence disease in chickens caused by the LPAI virus was reported. In 1955, the aetiology of avian plaque was determined to be influenza A virus, which was later identified as the H7 subtype. In 1959, a ""fowl plaque-like"" outbreak in chickens was described, which was the first report of fowl plaque caused by a non-H7 AI virus, i.e. the first outbreak of fowl plaque of the H5 subtype of the AI virus. In 1961 the first wild bird infections and deaths in South African common terns were reported. In 1966 and 1971, the first LPAI H5 and H7 viruses were identified, respectively; prior to this period, only HPAI viruses had the H5 and H7 subtypes. In 1970, the AGID serological test was introduced, allowing rapid and easy identification of poultry flocks infected with the avian influenza virus. In 1972, there was the first isolation of LPAI virus from asymptomatic wild birds: ducks in the United States and shorebirds in Australia. In 1981, the term ""highly pathogenic avian influenza"" was accepted as the standard nomenclature for avian plaque and related synonyms. In 1983, LPAI virus was observed to mutate to HPAI virus during a field outbreak of LPAI and specific genomic changes were identified at the hemagglutinin proteolytic cleavage site responsible for the change in virulence. In the late 1980s and early 1990s, molecular criteria were added to the definition to classify an AI virus as HPAI. In 2002, there were the first reported infections and deaths in a wide variety of wild bird species from the AI virus H5N1, the HPAI virus. The main objective of this review is to highlight the global situation of HPAI and to provide baseline information to show the possible pandemic nature of the virus, so that prevention and control strategies can be improved.",,"Abubakar, M. B.;Aini, I.;Omar, A. R.;Hair Bejo, M.",2009.0,,,0
19,Phylogenetic and molecular characterization of the coronavirus that affects bovine and bird species in Cuba,"Avian infectious bronchitis virus (IBV) and bovine coronavirus (BCoV) are pathogens of veterinary importance that affect birds and cattle in Cuba; however, the molecular characteristics and genetic diversity of these viruses are unknown. This study aimed to determine the molecular characteristics and genetic diversity of both agents, based on the S spike gene. Molecular analysis was performed from BCoV field strains collected between 2009 and 2011 and phylogenetic studies were performed. using partial or complete sequences of the S gene as phylogenetic markers. In addition, phylogenetic inference studies were performed on the S1 region of recent IBV isolates. All Cuban bovine coronavirus sequences were placed in a single group supported by bootstrap probability values of 100% and posterior of 1.00. Cuban BCoV sequences also clustered with US BCoV strains corresponding to GenBank accession numbers EF424621 and EF424623, suggesting a common origin for these viruses. This phylogenetic group was also the only group of sequences in which no recombination events were detected. Of the 45 amino acid changes found in the Cuban strains, four were unique. On the other hand, in the herds evaluated, two putative genotypes were found that were genetically different from the Massachusetts genotype H120 strain used in the Cuban vaccination program. In addition, a potential nephropathogenic IBV isolate was found for the first time in Cuba. This research won the 2012 Prize of the National Academy of Sciences of Cuba. © Applied Biotechnology 2013.",,"Acevedo, A. M.;MartÃ­nez, N.;BrandÃ£o, P.;Perera, C. L.;FrÃ­as, M. T.;Barrera, M.;PÃ©rez, L. J.",2013.0,,,0
20,Viromic analysis of sewage inflow to a river basin reveals a diverse set of RNA viruses,"Virus detection in the environment relies heavily on PCR-based approaches that require reference sequences for primer design. While this strategy can accurately detect known viruses, it will not find new genotypes or emerging and invasive viral species. In this study, we investigated the use of viromics, i.e. high-throughput sequencing of the viral fraction of the biosphere, to detect human/animal pathogenic RNA viruses in the River Conwy catchment area in Wales, UK. Using a combination of filtration and nuclease treatment, we extracted the viral fraction from wastewater and estuarine river water and sediment, followed by high-throughput RNA-sequencing (RNA-Seq) analysis on the Illumina HiSeq platform. , for the discovery of RNA virus genomes. We found a higher richness of RNA viruses in sewage samples than in river water and sediment, and assembled a complete norovirus genotype GI.2 genome from sewage effluent, which was not simultaneously detected by conventional quantitative PCR. with reverse transcription (qRT-PCR). The simultaneous presence of various rotavirus signatures in wastewater indicated the potential for zoonotic infections in the area and suggested runoff from pig farms as a possible source of these viruses. Our results show that viromics can be an important tool in the discovery of pathogenic viruses in the environment and can be used to inform and optimize reference-based detection methods, provided that appropriate and rigorous controls are included. <b>IMPORTANCE</b> Enteric viruses cause gastrointestinal illness and are commonly transmitted by the fecal-oral route. When wastewater is discharged into river systems, these viruses can contaminate the environment. Our results show that we can use viromics to find the range of potentially pathogenic viruses that are present in the environment and identify predominant genotypes. The ultimate goal is to trace the fate of these pathogenic viruses from their source to the point where they are a threat to human health, informing benchmark-based detection methods and water quality management.",,"Adriaenssens, E. M.;Farkas, K.;Harrison, C.;Jones, D. L.;Allison, H. E.;McCarthy, A. J.",2018.0,May-Jun,,0
21,Prevalence of porcine parvovirus in some South African herds with a history of porcine circovirus type 2 infection.,"Classical porcine parvovirus is a major pathogen of reproductive disorders in pigs with a confirmed history of global distribution. However, the detection of many new porcine parvoviruses has been increasing in recent years, but there is a paucity of information on the occurrence and prevalence of these viruses in South Africa. Molecular detection of some known parvoviruses, namely porcine parvovirus (PPV) - 1, 2, 3 and 4, porcine bocavirus-like virus (PBo-likeV) and porcine bocavirus (PBoV1/2), was carried out in 110 randomly selected archived pigs. samples collected in the years 2015 and 2016. The samples were taken from farms infected with porcine circovirus type 2 (PCV2) previously examined and confirmed, with an incidence at the farm level that ranged between 5.6 and 60%. The findings showed that all parvoviruses examined were present as follows: PPV1 (29.1%), PPV2 (21.8%), PPV3 (5.5%), PPV4 (43.6%), PBo-likeV (21.8%) and PBoV1/2 (44.6%). %). The frequency of double virus infections reached 18.2% for PPV2/PPV4 and PPV4/PBoVs; while 17.3% and 7.3% of the samples analyzed showed multiple infections of the three and four viruses, respectively. Additional phylogenetic analyzes of partial sequences of PPV1, 2 and PBoV1/2 showed two major clades for each of the viruses. This study reports the first epidemiological survey and molecular characterization of classical and emerging porcine parvoviruses in South African herds. It also provides information on the diversity and distribution of these viral pathogens within herds in the study area and confirms their potential for co-infection with PCV2.",,"Afolabi, K. O.;Iweriebor, B. C.;Obi, L. C.;Okoh, A. I.",2019.0,,10.1016/j.actatropica.2018.10.010,0
22,Biological characterization and next generation genome sequencing of the unclassified cotia virus SPAn232 (Poxviridae),"Cotia virus (COTV) SPAn232 was isolated in 1961 from sentinel mice at the Cotia field station, São Paulo, Brazil. Attempts to classify COTV within a recognized genus of Poxviridae have generated conflicting findings. Studies by different investigators suggested some similarity to myxoma virus and swinepox virus, while other research characterized COTV SPAn232 as a vaccinia virus strain. Due to lack of consensus, we have performed an independent biological and molecular characterization of COTV. Virus growth curves reached maximal yields at approximately 24 to 48 h and were accompanied by virus DNA replication and a characteristic early/late pattern of viral protein synthesis. Interestingly, COTV did not induce detectable cytopathic effects in BSC-40 cells up to 4 days after infection and generated viral plaques only after 8 days. We determined the complete genomic sequence of COTV using a combination of 454 and Illumina next-generation DNA sequencing technologies. A single contiguous sequence of 185,139 bp was obtained containing 185 genes, including all 90 genes conserved in all cordopoxviruses. COTV has an interesting panel of open reading frames (ORFs) related to host defense evasion, including two novel genes encoding CC chemokine-like proteins, each present in duplicate copies. Phylogenetic analysis revealed the highest amino acid identity scores with Cervidpoxvirus, Capripoxvirus, Suipoxvirus, Leporipoxvirus, and Yatapoxvirus. However, COTV clustered as an independent branch within this clade, clearly precluding its classification as Orthopoxvirus. Therefore, our data suggest that COTV could represent a new genus of poxviruses. © 2012, American Society for Microbiology.",,"Afonso, P. P.;Silva, P. M.;Schnellrath, L. C.;Jesus, D. M.;Hu, J.;Yang, Y.;Renne, R.;Attias, M.;Condit, R. C.;MoussatchÃ©, N.;Damaso, C. R.",2012.0,,10.1128/jvi.07162-11,0
