record_id,title,abstract,label_included,label_abstract_screening,duplicate_record_id
11,(S)Partners for Heart Health: a school-based program to improve physical activity and nutrition to promote cardiovascular health in 5th grade students,"BACKGROUND: The American Heart Association Position Statement on Promoting Cardiovascular Health in Public Schools promotes school-based interventions for the primary prevention of cardiovascular disease (CVD) through risk factor prevention or reduction in children, with an emphasis on creating an environment that promotes healthy eating and physical activity (PA). To address issues associated with cardiovascular risk factors, including childhood obesity in Michigan, a multidisciplinary team of Michigan State University (MSU) health care faculty, clinicians and students was formed to “(S)partner” with undergraduate medicine are joining Education (PE) Teachers and MSU Extension Staff to develop and implement a cost-effective, sustainable program aimed at prevention and management of CVD risk factors for 5th grade students. This (S)partnership aims to expand and improve the existing 5th grade physical education, health and nutrition curriculum by achieving the following objectives: 1) Improving students' knowledge, attitudes and confidence in relation to nutrition, physical education and heart health; 2) increasing the number of students who meet national recommendations for physical activity and diet;” and 3) increasing the number of students with a desirable CVD risk factor status based on national pediatric guidelines. Secondary goals include school staff advancement and parental heart health support to help children achieve their goals and to provide experiential learning and services to MSU health care students for academic credit. METHODS/DESIGN: This pilot efficacy study was approved by the MSU IRB. At the beginning and end of the school year, students undergo a CVD risk factor assessment conducted by MSU medical and graduate students. Key intervention components include eight lesson plans (delivered every two months) designed to promote heart-healthy eating and exercise behaviors, delivered by physical education teachers with support from MSU students in dietetics and kinesiology (Spartners). During the last 10 minutes of each lesson, MSU Spartners conduct small breakout/discussion groups with the 5th grade students. Additionally, each Spartner case manages/supervises two to three 5th grade students using a web-based goal setting and tracking protocol throughout the school year. DISCUSSION: This paper describes the rationale, development and methods of the Spartners for Heart Health program. This is a multi-step intervention aimed at promoting heart-healthy behaviors and preventing or managing cardiovascular risk factors in children. By including college students as an integral part of measurement and intervention teams, we believe this will be a viable sustainable intervention that can be disseminated and adopted by other institutions at minimal cost.",0,0,
12,â€œValue for moneyâ€ : Use with caution,"In this issue, Owens and colleagues (1) argue that the goal of policy should be “to maintain the delivery of interventions that offer good value”. ""Unintended reductions in effective and efficient care."" Cutler and colleagues (2) have argued that an intervention that produces more benefits than costs is socially beneficial regardless of whether it increases expenditure. The Clinical Guidelines Committee of the American College of Physicians makes an important contribution to this policy debate by offering definitions and concepts to guide the search for quality healthcare, but the Value for Money goal raises many questions that warrant further discussion.",0,0,
13,100 apples divided by 15 red herrings: A cautionary tale from the mid-19th century comparing hospital mortality rates,"In 1863, Florence Nightingale argued that London hospitals were dangerous, especially when compared to provincial institutions. She backed up this claim with statistics published in William Fair's Registrar-General report, claiming that 24 London hospitals had mortality rates in excess of 90%, while rural hospitals had an average mortality rate of 13%. Farr had calculated mortality rates by dividing the total number of patients who died over the year by the number of patients hospitalized on a single day. Calculated as the annual number of deaths divided by the total number of inpatients during the year, the mortality rate in London hospitals was 10%. A heated debate broke out in the London medical press about how best to calculate mortality rates in hospitals. Critics claimed Farr failed to adjust for differences in the severity of the disease between urban and rural hospitals and that his numbers mislead the public. Farr and Nightingale, in turn, criticized the poor quality of the hospital data. This story reinforces the need to understand the methodological derivation of statistics used to compare vendor quality.",0,0,
14,1931 German guidelines on human experimentation,,0,0,
15,2013 ACC/AHA Cholesterol Management Guideline: A paradigm shift in managing the risk of atherosclerotic cardiovascular disease,"The 2013 American College of Cardiology/American Heart Association guideline on managing blood cholesterol to reduce atherosclerotic cardiovascular risk in adults represents a significant change from previous guidelines on cholesterol management. The new guidelines include data from individual randomized trials as well as the most comprehensive Meta-analyses and introduce several important paradigm shifts, including: targeting ASCVD risk reduction as opposed to targeting LDL-C levels, advocating the use of evidence-based doses of statins as first-line therapy, and using a new risk calculator and risk cut-off to to guide the initiation of statin therapy. These major changes have caused controversy and confusion in the medical community, with some clinicians reluctant to embrace the change. We review the evidence that underpins these major changes, compares it to other important lipid guidelines, and recommends an integrated approach to treating dyslipidemia to reduce the risk of atherosclerotic cardiovascular disease.",0,0,
16,2015 AAHA/AAFP Pain Management Guidelines for Dogs and Cats,"Rationale: The significant advances in the management of pain in companion animals underpin the decision by the American Animal Hospital Association (AAHA) and the American Association of Feline Practitioners (AAFP) to expand the information provided in the 2007 AAHA/AAFP Pain Management Guidelines. The 2015 guidelines summarize much of this new knowledge and provide a differentiated overview. RELEVANCE: Pain management is central to the veterinary practice as it reduces pain, improves patient outcomes and improves both the quality of life and the vet-patient relationship. These guidelines support veterinarians to integrate pain management into practice and improve patient care. APPROACHES: Management of pain requires continuous care that includes anticipation, early intervention, and assessment of response on an individual patient basis. A team-oriented approach that involves the owner is essential to maximize the detection, prevention and treatment of pain in animals. Evidence base: The guidelines include both pharmacological and non-pharmacological modalities for pain management, they are evidence-based as far as possible and otherwise represent a consensus of expert opinion. Behavioral changes are currently the main indicator of pain and its course or progression and the basis for recently validated pain Scores. Postoperative pain is highly predictable, but there is strong evidence supporting strategies to mitigate both adaptive and maladaptive forms. Chronic pain is dominated by degenerative joint disease (DJD), one of the most significant and underdiagnosed diseases in felines and dogs. DJD is ubiquitous, occurs in pets of all ages and inevitably progresses over time."" Evidence-based management strategies are established in dogs and emerging in cats.",0,0,
17,5As a team intervention in obesity in primary care: development and evaluation of shared decision-making tools for weight management,"Despite multiple clinical practice guidelines, a significant gap in the prevention and management of obesity in primary care remains. To address the need to change provider behavior, a convergent mixed-method evaluation randomized controlled trial, the 5As Team (5AsT) trial, was conducted. The 5AsT toolkit was developed as part of the 5AsT intervention. This paper describes the development process and the evaluation of these tools. The tools were co-developed by the multidisciplinary research team and the 5AsT, which included registered nurses (n=15), psychiatrists (n=7), and registered dietitians (n=7) who were previously randomized to the 5AsT intervention group in a primary care network in Edmonton, Alberta, Canada. The development of the 5AsT tool occurred through a hands-on/implementation-based, needs-based, iterative process during collaborative learning sessions of the 5AsT intervention. Feedback during tool development was obtained through field notes and final vendor evaluation was conducted through anonymous questionnaires. Twelve tools were developed together with 5AsT. All tools were rated by the 5AsT as either 'most useful' or 'moderately useful' in primary care practice. Four key learnings during the development of the 5AsT tool were the need for: tools that were adaptable, tools to facilitate interdisciplinary practice, tools to help patients understand realistic weight loss expectations, and tools for shared decision making for goal setting and relapse prevention. The 5AsT tools are primary care tools that extend the usefulness of the 5As of the obesity management framework in clinical practice.",0,0,
18,6-PACK Program to Reduce Fall Injuries in Acute Hospitals: Cluster-randomized Controlled Trial,"OBJECTIVE To evaluate the effect of the 6-PACK program on falls and fall injuries in acute care units. DESIGN cluster randomized controlled trial. SETTING Six Australian hospitals. PARTICIPANTS All patients admitted to 24 acute care units during the trial period. INTERVENTIONS Participating units were randomly assigned to either the nurse-led 6-PACK program or usual care over 12 months. The 6-PACK program included a fall risk tool and individual application of one or more of six interventions: “fall alert” sign, monitoring patients in the bathroom, ensuring patients' walkers are within reach, a toilet schedule, use of a Low-low bed and using a bed/chair alarm. MAIN OUTCOME MEASURES The co-primary endpoints were falls and fall injuries per 1000 occupied bed days. RESULTS During the study, 46,245 admissions were made to 16 medical and eight surgical wards. Since many people were admitted more than once, these were 31,411 individual patients. Patient characteristics and length of stay were similar on the intervention and control wards. Utilization of the 6-PACK program components was higher in intervention wards than in control wards (incidence rate ratio 3.05, 95% confidence interval 2.14 to 4.34""; P<0.001). A total of 1831 falls and 613 fall injuries occurred, and the rates of falls (incidence rate ratio 1.04, 0.78 to 1.37; P=0.796) and fall injuries (0.96, 0.72 to 1.27; P=0.766) were similar at intervention and control wards.CONCLUSIONSPositive changes in fall prevention practice occurred after implementation of the 6-PACK program. However, no difference in falls or fall injuries was observed between groups. High-quality evidence supporting the effectiveness of fall prevention interventions in acute care units remains lacking. New solutions to the problem of falls in hospital are urgently needed TRIAL REGISTRATION Australia-New Zealand Clinical Trials Registry ACTRN12611000332921.",0,0,
19,"before-and-after study of OncoDoc, a guideline-based breast cancer management decision support system: Implications for physician prescribing behavior","Guideline-based decision support systems have been developed to influence physician prescribing behavior, but have not yet been shown to increase physician compliance with routine best practices. OncoDoc is a non-automated system that allows flexibility in interpreting guidelines to provide the best patient-specific recommendations at the point of care. OncoDoc is used to treat breast cancer. We tested the system at Institut Gustave Roussy with a before-and-after study measuring treatment decisions for breast cancer patients before and after using the system to assess its impact on physician prescribing behavior. After 4 months, 127 decisions were recorded. Physician compliance with OncoDoc was significantly improved (p < 10(-4) ) and reached 85.03% after using the system. Comparing the initial and final decisions showed that the doctors changed their prescription in 31% of the cases. The response rate for clinical trials increased by 50%, although not statistically significant as estimated at small numbers.",0,1,
20,behavioral economics view of poverty,"Standard theories about poverty fall into two camps. Social scientists view the behavior of the economically disadvantaged either as a calculated adaptation to prevailing circumstances or as the result of a unique ""culture of poverty"" shaped by dissenting values. The first camp assumes that people are highly rational, that they have coherent and justified beliefs, and that they pursue their goals effectively, without error and without help. The second camp ascribes to the poor a variety of psychological and attitudinal deficiencies that often mislead their views and their decisions so that they need paternalistic leadership. We propose a third view. We argue that the behavioral patterns of the poor are neither perfectly calculating nor particularly deviant. Rather, the poor may exhibit the same fundamental weaknesses and prejudices as people in other walks of life, except that in poverty, with its low error rates, the same behaviors can often be more pronounced and lead to poorer outcomes. Below we illustrate the types of insights that might be gained from a behaviorally more realistic analysis of the economic conditions of the poor and propose these alternative measures",0,0,
21,behavioral model for the training of general practitioners by a rheumatology team,"This project evaluated a model for in-service arthritis education based in part on principles of applied behavior analysis. Thirty-seven public health nurses (PHN) from 10 rural Midwestern counties received instruction on screening and management of patients with arthritis"";"" a random half of the counties also received public and physician information measures aimed at increasing arthritis referrals to community physicians in certain circumstances. In clinical interviews with PHN patients, there were modest but significant increases in 14 of 16 target behaviors attributable to education. Because the measured arthritis effects were small in this older adult population, physician referral rates were not affected by any of the interventions. This model illustrates generalizable behavior modification guidelines that are useful adjuncts to traditional methods for developing professional arthritis education.",0,0,
22,"case of osteomalacia, osteoporosis and hypercalcemia",,0,0,
23,A case of sarcoid with cryptococcal meningitis demonstrated at the Royal Postgraduate Medical School,A fatal case is described in a 30-year-old army officer who had served abroad.,0,0,
24,"A case report on the evaluation of a large-scale health system improvement project in an uncontrolled setting: a quality improvement initiative in KwaZulu-Natal, South Africa","Objective New approaches are needed to assess quality improvement (QI) in large-scale public health efforts. This case report describes the challenges of a large-scale QI evaluation and proposes solutions based on an adaptive study design. Study Design We used two sequential assessment methods to examine a QI effort to improve HIV prevention care in public health facilities in three districts in KwaZulu-Natal, South Africa over a 3-year period. We initially used a cluster randomized controlled trial design (RCT). Main findings During the RCT study period, tensions arose between the intervention implementation and the evaluation design due to the loss of integrity of the randomization unit over time, the pressure to implement changes across the boundaries of the randomization unit, and the use of administrative rather than functional structures for randomization. In response to this loss of design integrity, we switched to a more flexible intervention design and a mixed-methods quasi-experimental assessment that relied on both qualitative analysis and quantitative analysis with punctuated time series. Conclusions Cluster RCT designs may not be optimal for evaluating complex interventions to improve implementation in uncontrolled “real world” environments. More flexible, context-sensitive evaluation designs provide a better balance between the need to adjust the intervention during evaluation to address implementation challenges, while providing the data needed to evaluate effectiveness. Our case study was about HIV care in a resource-constrained setting, but these issues are likely to apply to complex improvement efforts in other settings.",0,0,
25,centralized cardiovascular risk service to improve compliance in private GP practices,"BACKGROUND: Many large healthcare systems now employ clinical pharmacists in team-based care to assist patients and physicians in managing cardiovascular disease (CV). However, small private offices often lack the resources to hire a clinical pharmacist for their office. The purpose of this study is to evaluate whether a centralized, web-based CV Risk Service (CVRS) managed by clinical pharmacists will improve adherence to guidelines in primary care physician offices in rural and small communities. METHODS: This study is a cluster-randomized prospective study in 12 primary care practices. Physician offices were randomized to either CVRS intervention or usual care. The intervention lasts 12 months and all subjects have research visits at baseline and 12 months. Primary outcomes include adherence to treatment guidelines and control of key cardiovascular risk factors. Data will also be collected from the medical record at 30 months to determine if the intervention effect persists after discontinuation. CONCLUSIONS: This study will enroll subjects through 2015 and results will be available in 2018. This study will shed light on whether a remote, centralized CV risk service can improve adherence to guidelines in physician offices that lack the resources to employ clinical pharmacists.",0,1,
26,clinical decision support system for the prevention of venous thromboembolism: Implications for physician behavior,"CONTEXT: Computer-based clinical decision support systems (CDSSs) have been promoted for their potential to improve the quality of healthcare. However, given the limited range of clinical settings in which they have been tested, such systems must be rigorously evaluated prior to widespread introduction into clinical practice. AIM: To determine whether the provision of guidelines for venous thromboembolism prophylaxis using a CDSS increases the proportion of appropriate decisions in clinical practice. DESIGN: Time series study conducted between December 1997 and July 1999. INSTITUTION: Department of Orthopedic Surgery of a teaching hospital in Paris, France. PARTICIPANTS: A total of 1971 patients who underwent orthopedic surgery. INTERVENTION: A CDSS for the immediate provision of information on the prevention of venous thromboembolism in surgical patients was integrated into daily medical practice during three 10-week intervention periods alternating with four 10-week control periods, with a 4-week washout between each period. KEY OUTCOME MEASUREMENT: Proportion of appropriate anticoagulation prescriptions according to pre-established clinical guidelines during intervention vs. control periods. RESULTS: Physicians complied with the guidelines in 82.8% (95% confidence interval [CI], 77.6% - 87.1%) of the cases during the control periods and in 94.9% (95% CI, 92.5% - 96.6%) of cases during intervention periods. Prescribing appropriateness increased significantly (P<0.001) during each intervention period. Each time the CDSS was removed, physician practice reverted to that observed before the intervention began. The relative risk of inappropriate treatment decisions during control vs. intervention periods was 3.8 (95% CI, 2.7-5.4). CONCLUSIONS: In our study, implementation of clinical guidelines for venous thromboembolism prophylaxis through a CDSS routinely used in an orthopedic surgery department and integrated into the hospital information system changed physician behavior and improved adherence to the guidelines. JAMA. 2000"";""283:2816-2821",1,1,
27,clinical study of a knowledge-based medical record,"To meet the needs of general practitioners caring for patients with HIV infection, we have developed a knowledge-based medical record to allow the online medical record to play an active role in the care process. These programs integrate online patient record, rules-based decision support, and full-text information retrieval into a clinical workstation for the practicing clinician. To determine whether the use of a knowledge-based medical record was associated with faster and more complete adherence to practice guidelines and improved quality of care, we conducted a controlled clinical study of physicians and nurses caring for 349 patients infected with the human immunodeficiency virus ( HIV)"";"" 191 patients were treated by 65 doctors and nurses in the intervention group and 158 patients by 61 doctors and nurses in the control group. During the 18-month study period, the computer generated 303 alerts in the intervention group and 388 in the control group. The median physician response time to these warnings was 11 days in the intervention group and 52 days in the control group (PJJ0.0001, log-rank test). During the study, the computer generated 432 primary care reminders for the intervention group and 360 reminders for the control group. The physicians' median response time to these warnings was 114 days in the intervention group and more than 500 days in the control group (PJJ0.0001, log-rank test). Of the 191 patients in the intervention group, 67 (35%) had one or more hospitalizations compared to 70 (44%) of the 158 patients in the control group (PJ=J0.04, Wilcoxon test, stratified for initial CD4 count). There was no difference in survival between the intervention and control groups (P=0.18, log-rank test). We conclude that our clinical workplace has significantly changed the behavior of physicians in their response to intervention alerts in primary care and that these interventions have resulted in fewer HIV-infected patients being hospitalized.",0,1,
28,clinically integrated postgraduate training program in evidence-based medicine versus no intervention for improving disability assessment: a clustered randomized clinical trial,"BACKGROUND: Although several studies have shown that teaching EBM helps improve knowledge, there is currently no convincing evidence that teaching EBM also changes professional behavior in practice. Therefore, the primary aim of this study was to evaluate the effectiveness of a clinically integrated postgraduate training program in EBM in the evidence-based assessment of disabilities. METHODS AND RESULTS: In a cluster-randomized controlled study, 54 case-based study groups consisting of 132 physicians and 1680 patients were randomly assigned to intervention or control groups. The intervention group was offered a clinically integrated, postgraduate, 5-day Evidence-Based Medicine training program consisting of (home)work, peer teaching, interactive training in database searches, lectures, and brainstorming sessions. The control group received no training. The primary outcome was the evidence-based assessment of disability, as indicated by the frequency of use of evidence of sufficient quality in disability assessment reports. No general EBM behavioral outcome measures are available. Therefore, we followed general guidelines for the creation of performance indicators and defined a priori a threshold for determining sufficient quality as recommended for the evaluation of EB training. Physicians trained in EBM performed more evidence-based disability assessments compared to physicians in the control group (difference in absolute proportion 9.7%, 95% CI 3.5 to 15.9). The primary outcome differences between groups remained significant after both the cluster-adjusted analysis and additional sensitivity analyzes that accounted for subjects lost to follow-up. CONCLUSIONS: An EBM program successfully improved the use of evidence in a medical specialty outside the hospital setting. Our results support the general recommendations to use multiple educational methods to change physician behavior. In addition, it appeared important that the professional context of the intervention was very supportive, in the sense that database searching, use and application of guidelines and other forms of evidence are considered common practice and encouraged by colleagues and management.",0,0,
29,clinic-based mammography intervention for inner-city women.,"OBJECTIVE: The aim was to evaluate the effect of a clinically-based intervention program on the use of mammography by inner-city women. DESIGN: A randomized controlled trial was conducted using a fixed system methodology. SETTING: The study setting was a general internal medicine clinic at a university-affiliated county hospital serving the Seattle metropolitan area. PARTICIPANTS: Women aged 50 to 74 years with at least one routine hospital visit (when a mammogram was due) during the study period were enrolled (n=314). INTERVENTIONS: The intervention program emphasized nurse involvement and included physician training, provider prompts, use of audiovisual and printed patient education materials, transportation assistance in the form of bus tickets, telephone or postcard reminders before appointments, and assistance with rescheduling appointments. Women in the control group received usual care. MEASUREMENTS AND MAIN RESULTS: Mammography completion within 8 weeks of clinic visits was significantly higher in intervention (49%) than control (22%) fixed women (p<0.001). These effects persisted after adjustment for possible confounders of age, race, health insurance coverage, and prior hospital experience with mammography (odds ratio 3.5: 95% confidence interval 1.9, 6.5). The intervention effect was modified by the type of insurance coverage and the history of mammography. The process evaluation found that bus passes and rebooking efforts did not contribute to the observed increases in screening attendance. CONCLUSIONS: A clinic-based program that includes physician education, physician prompts, patient education materials, and appointment reminders that emphasizes nursing involvement may facilitate compliance with breast cancer screening guidelines among inner-city women.",0,1,
30,"cluster-randomized controlled trial of the clinical and cost-effectiveness of a ""whole system"" model of self-management support for the management of long-term illness in primary care: study protocol","Background Patients with long-term conditions are increasingly the focus of health care quality improvement efforts to reduce the impact of these conditions on quality of life and to reduce the burden of seeking care. There is significant interest in the potential of self-management support to improve health and reduce utilization in these patient populations, but there is little consensus on the optimal model that would best provide such support. We describe the implementation and evaluation of self-management support through an evidence-based ""whole system"" model that includes patient support, primary care team training, and service reorganization, all integrated into routine delivery within primary care. Methods The evaluation included a large-scale, multi-site study of the implementation, effectiveness and cost-effectiveness of this model of self-management support using a cluster-randomized controlled trial in patients with three long-term chronic obstructive diabetic pulmonary diseases (COPD) and irritable bowel syndrome (IBS). Outcome measures include health care utilization and quality of life. We describe the methods of the cluster-randomized study. Discussion If the “whole systems” model proves effective and cost-effective, it will provide decision-makers with a model for delivering self-management support to populations with long-term illnesses that can be widely implemented to maximize “reach” to the broader patient population.",0,0,
31,cluster-randomized clinical trial to improve prescribing patterns in outpatient pediatrics.,"Aims Having previously demonstrated that an electronic prescribing and decision support system improved pediatric prescribing behavior for otitis media in an academic clinical setting, we assessed whether providing evidence at the point of care demonstrates similar effects for a variety of other common pediatric conditions could . Design cluster randomized controlled trial. Surroundings A teaching hospital/clinical practice site and pediatric primary care hospital serving a rural and semi-urban mix of patients. Participants A total of 36 service providers in the teaching clinic/practice and eight service providers in the private children's primary clinic. Intervention An evidence-based messaging system that presents real-time evidence to physicians based on prescribing practices for acute otitis media, allergic rhinitis, sinusitis, constipation, pharyngitis, croup, urticaria, and bronchiolitis. Outcome measures The proportion of prescriptions that are filled according to the evidence. Results The proportion of prescriptions issued in accordance with the evidence improved by four percentage points from 38% at baseline to 42% after the intervention. The control group improved by one percentage point from 39% at baseline to 40% at the end of the study. The adjusted difference between the intervention and control groups was 8% (95% confidence interval 1%, 15%). The effectiveness of the intervention did not decrease over time. Conclusion For common pediatric outpatient conditions, an evidence-based point-of-care prescription and decision support system has been associated with significant improvements in prescribing practice.",1,1,
