record_id,title,abstract,keywords,authors,year,date,doi,label_included,label_abstract_screening,duplicate_record_id
11,Information about the treatment of Wilson's disease,"Wilson's disease is a rare inherited autosomal recessive disease of copper metabolism, in which the causative gene, ATP7B, results in absent or reduced function of the ATP7B transporter important for biliary copper excretion and copper incorporation in ceruloplasmin. Affected patients accumulate excess copper in the liver, brain, and other tissues. A disease primarily of children, adolescents, and young adults; clinical features range from the asymptomatic state to chronic liver disease, acute liver failure, and neuropsychiatric manifestations. Diagnosis requires a high index of suspicion and is based on a combination of clinical signs, biochemical tests, liver copper content analysis, and ATP7B gene mutation analysis; To date, there are more than 500 ATP7B mutations in patients with Wilson's disease. Early recognition and treatment can result in an excellent prognosis, while untreated disease is almost always fatal. Pharmacological therapies include chelating agents, such as penicillamine or trientine, and zinc salts. Liver transplantation is curative by correcting the underlying pathophysiology and is traditionally indicated in acute liver failure or end-stage liver disease refractory to medical therapy. This review provides an overview of various aspects of Wilson's disease, including the molecular basis of the disease, clinical features, diagnostic and management strategies with their current limitations.",,"Kathawala, M.;Hirschfield, G. M.",2017,Nov,https://dx.doi.org/10.1177/1756283X17731520,0,0,
12,Bis-choline tetrathiomolybdate for Wilson's disease,,,"Houwen, R.",2017,Dec,https://dx.doi.org/10.1016/S2468-1253(17)30325-4,0,0,
13,"Bis-choline tetrathiomolybdate in patients with Wilson's disease: an open-label, multicenter, phase 2 study.","BACKGROUND: Wilson's disease is a genetic disorder in which copper accumulates in the liver, brain, and other tissues. Therapies are limited by efficacy, safety concerns, and multiple daily doses. Bis-choline tetrathiomolybdate (WTX101) is a first-in-class oral copper protein-binding molecule that targets hepatic intracellular copper and reduces plasma non-ceruloplasmin-bound copper (NCC) by forming tripartite complexes with albumin and increasing biliary excretion of copper. The objective was to evaluate the efficacy and safety of WTX101 in the initial or early treatment of patients with Wilson's disease. METHODS: We did this open-label phase 2 study at 11 hospitals in the US and Europe. We included patients (>=18 years) with Wilson's disease who were untreated or who had not received more than 24 months of chelation or zinc therapy, had a Leipzig score of 4 or more, and had NCC concentrations above the cutoff. lower than normal. reference range (>=0.8 mumol/L). Eligible patients received WTX101 monotherapy at a starting dose of 15-60 mg/day based on baseline NCC concentrations for the first 4-8 weeks, with response-guided individualized dosing for the remaining weeks through week 24. Researchers, other hospital staff, and patients knew the identity of the treatment. The primary endpoint was change in baseline concentrations of NCC corrected for copper in tetrathiomolybdate-copper-albumin complexes (NCC<sub>corrected</sub>) at 24 weeks, and treatment success was defined as such as achieving or maintaining normalized<sub>corrected< /sub> NCC (<=2.3 mumol/L [upper limit of normal]) or achieving at least a 25% reduction in NCC<sub> corrected</sub> from baseline to 24 weeks. This study is registered with ClinicalTrials.gov, number NCT02273596. FINDINGS: Between November 24, 2014 and April 27, 2016, 28 patients were enrolled and received WTX101; 22 (79%) patients completed the study through week 24. At 24 weeks, 20 (71%, 95% CI 51.3-86.8; p<0.0001) of 28 patients met study success criteria. treatment: 16 (57%) treated with WTX101 achieved or maintained normalized NCC<sub>corrected</sub> concentrations and 4 (14%) had at least a 25% reduction from baseline in NCC<sub> corrected</sub>. Mean <sub>corrected</sub> NCC was reduced by 72% from baseline to week 24 (least squares mean difference -2.4 mumol/L [SE 0.4], 95% CI : -3.2 to -1.6, p<0.0001). No cases of drug-related paradoxical neurological worsening were recorded. Liver function was stable in all patients, although reversible increases in asymptomatic levels of alanine or aspartate aminotransferase, or gamma-glutamyltransferase, without increases in bilirubin, occurred in 11 (39%) of 28 patients who received at least 30 mg/day. There were 11 serious adverse events reported in seven (25%) patients and included psychiatric disorders (six events in four patients), gait disturbance (one event), elevated liver aminotransferases (two events in two patients, one with agranulocytosis), and decreased of neurological functioning (an event, probably due to the natural progression of the disease, although causality could not be ruled out). The seven serious adverse events classified as psychiatric disorders and gait disturbances were assessed as unlikely to be related to study drug, while the remaining four events were possibly or probably related. INTERPRETATION: Our findings indicate that WTX101 could be a promising new therapeutic approach for Wilson's disease, with a unique mode of action. In view of its once-daily dosing and favorable safety profile, WTX101 could improve the treatment of patients with this debilitating condition. FUNDING: Wilson Therapeutics AB.",,"Weiss, K. H.;Askari, F. K.;Czlonkowska, A.;Ferenci, P.;Bronstein, J. M.;Bega, D.;Ala, A.;Nicholl, D.;Flint, S.;Olsson, L.;Plitz, T.;Bjartmar, C.;Schilsky, M. L.",2017,Dec,https://dx.doi.org/10.1016/S2468-1253(17)30293-5,0,0,
14,Wilson's disease,"Appropriate anti-copper therapy for Wilson's disease is the critical element in halting disease progression and allowing the patient to recover. Selection of the drug(s) to use for a particular patient depends on the stage of the disease (ie, initial acute versus chronic maintenance patient) and type of presentation (ie, neurological/psychiatric versus hepatic) . I treat patients initially with liver disease with a combination of zinc and trientine, those with neurological/psychiatric disease with tetrathiomolybdate, and those in the maintenance phase with zinc.",,"Brewer, G. J.",2000,May,,0,0,
15,Bioavailable trace metals in neurological diseases,"OPINION STATEMENT: Medical treatment for Wilson's disease includes chelating agents (D-penicillamine and trientine) or zinc salts that must be maintained for life. This pharmacological treatment is categorized into two phases; the first being a decoppering phase and the second a maintenance phase. The best therapeutic approach remains controversial as only a few uncontrolled trials have compared these treatments. During the initial phase, the progressive increase in the doses of binders adjusted to exchangeable copper and urinary copper could help prevent neurological deterioration. Liver transplantation is indicated in fulminant acute liver failure and decompensated cirrhosis; in cases of neurological deterioration, it should be discussed individually. During the maintenance phase, the most important challenge is to achieve good adherence to lifelong medical treatment. Neurodegenerative diseases that lead to poor iron localization can be caused by the culmination of localized overload (pro-oxidant siderosis) and localized deficiency (metabolic malaise). A new iron-sparing chelation therapeutic concept rescues iron-overloaded neurons by removing labile iron and, by delivering this chelated metal to endogenous apotransferrin, allows iron redistribution to prevent systemic iron loss.",,"Poujois, A.;Devedjian, J. C.;Moreau, C.;Devos, D.;Chaine, P.;Woimant, F.;Duce, J. A.",2016,Oct,https://dx.doi.org/10.1007/s11940-016-0426-1,0,0,
16,Early onset of Wilson's disease: diagnostic challenges,"OBJECTIVES: The aim of the study was to analyze the clinical presentations, diagnosis, and treatment of patients aged <=5 years with early-onset Wilson's disease (WD). METHODS: Data from 143 pediatric WD patients treated at our center between January 1996 and November 2015 were retrospectively analyzed. RESULTS: A review of 143 pediatric WD patients identified 21 (10 girls, 11 boys) with early symptoms or abnormal liver function test results at age <= 5 years. The diagnosis of WD was confirmed in 8 patients under 5 years of age. At baseline, mean serum alanine aminotransferase level was 222 U/L and mean serum aspartate aminotransferase level was 130 U/L. The mean serum concentration of ceruloplasmin in 16 patients evaluated was <20 mg/dL. Of the 15 patients who underwent urinary copper excretion tests, 8 had levels between 40 and 100 ug/day, and only 4 had levels > 100 ug/day. Liver copper quantification was >250 µg/g dry weight in 16 patients. The most frequent mutation was p.H1069Q, with compound heterozygosity in 5 patients and homozygosity in 9. Sixteen patients were treated with zinc salts and 5 with D-penicillamine. Both treatments were effective and no serious side effects were seen after 3 to 24 months. CONCLUSIONS: WD can present from 2 years of age. Because biochemical tests may be less sensitive in very young children, diagnoses may require a combination of tests. If molecular tests are inconclusive, liver copper content should be measured.",,"Wiernicka, A.;Dadalski, M.;Janczyk, W.;Kaminska, D.;Naorniakowska, M.;Husing-Kabar, A.;Schmidt, H.;Socha, P.",2017,Nov,https://dx.doi.org/10.1097/MPG.0000000000001700,0,1,
17,Wilson's disease: prospective developments towards new therapies,"Wilson's disease (WD) is an autosomal recessive disorder of copper metabolism, caused by mutations in the ATP7B gene. A clear demand for new treatment strategies for WD has emerged. Although therapies using zinc salts and copper chelators can effectively cure WD, these medications show limitations in a substantial group of WD patients who develop intolerance and/or serious side effects. Several lines of research have indicated intriguing potential for new strategies and targets for the development of new therapies. Here, we review these new approaches, which comprise the correction of ATP7B mutants and the discovery of novel compounds that bypass ATP7B deficiency, as well as cell and gene therapies. We also discuss if and when these new therapeutic strategies will translate to clinical use, based on key requirements for clinical trials that remain to be met. Finally, we discuss the hope that the current rapidly developing research on the molecular mechanisms underlying WD pathogenesis and related potential therapeutic targets will provide a strong foundation for the next generation of WD therapies that may lead to an effective cure. , tolerable and safe.",,"Ranucci, G.;Polishchuck, R.;Iorio, R.",2017,2014-08-01 00:00:00,https://dx.doi.org/10.3748/wjg.v23.i30.5451,0,0,
18,Dietary supplement implicated in fulminant liver failure in a patient with well-controlled Wilson's disease,"We found a patient with previously well-controlled Wilson's disease who experienced fulminant liver failure with hemolytic anemia, possibly caused by the dietary supplement Health Proportion () (Jubilant Co., Ltd., Ehime, Japan). A 21-year-old woman was admitted to our hospital with marked liver dysfunction and severe hemolytic anemia. Free serum copper level rose to 101 ug/dl and urinary copper excretion increased considerably (25,600 ug/day). Plasma exchange and continuous hemodiafiltration were performed to remove serum copper and treat hemolytic anemia. However, liver function did not improve and he underwent liver transplantation on day 28 after admission. The copper and iron content in the resected liver was high, 851.9 µg and 551.7 µg/liver dry weight (g), respectively, despite the fact that the patient had taken D-penicillamine regularly since diagnosis and had a well-controlled copper level 1 year prior to admission. Two months before admission, the patient had taken a soy-based dietary supplement for 1 month. This supplement was labeled as containing large amounts of copper and iron, and we assume that this caused fulminant hepatic failure with hemolytic crisis in this patient. It is important to consider the micronutrient content of dietary supplements, especially for patients with metabolic disorders.",,"Kawai, K.;Atarashi, Y.;Takahara, T.;Kudo, H.;Tajiri, K.;Tokimitsu, Y.;Nakayama, Y.;Hirano, K.;Yata, Y.;Minemura, M.;Yasumura, S.;Onishi, Y.;Tsukada, K.;Tsuneyama, K.;Takano, Y.;Sugiyama, T.",2009,Apr,https://dx.doi.org/10.1007/s12328-008-0056-6,0,0,
19,Chemosensitivity of U251 cells to D-penicillamine and copper co-treatment: possible implications in patients with Wilson's disease,"D-penicillamine (PA), a copper chelator and one of the recommended drugs for the treatment of Wilson's disease (WD), has been reported to worsen symptoms in patients with neurological presentations. However, the cause of this paradoxical response has not been fully elucidated and requires further investigation. Consequently, we have studied the in vitro effect of copper (Cu) and/or PA treatment on U251 human glioblastoma cells as an in vitro model of Cu cytotoxicity. Treatment of U251 cells with Cu or PA had no significant effect on their morphology, viability, or ROS level. In contrast, co-treatment with Cu-PA caused decreased viability, altered expression of glutathione and ceruloplasmin along with a marked increase in ROS; depolarization of the mitochondrial membrane potential; and an increase in the Sub G0 phase; along with alpha-fodrin proteolysis. These findings, together with the absence of LDH release in these assays, suggest that combined Cu-PA exposure induced apoptosis in U251 cells. In addition, the previous or joint treatment with antioxidants showed a protective effect, with catalase being more effective than N-acetylcysteine or trolox to restore viability and reduce the levels of ROS generated. In comparison, a similar analysis with other cell lines showed that rat PC12 cells were resistant to treatment with Cu and/or PA, while the SH-SY5Y neuroblastoma cell line was sensitive to either compound alone, which resulted in a lower viability and a higher level of ROS. Taken together, this study shows that U251 glioblastoma cells provide a model for H<sub>2</sub>O<sub>2</sub> mediated Cu-PA cytotoxicity. We postulate that oxidation of PA in the presence of Cu produces H<sub>2</sub>O<sub>2</sub> which in turn permeates the plasma membrane and induces apoptosis. However, other cell lines exhibited different responses to these treatments, which could provide a model for cell-type-specific cytotoxic responses in the nervous system. Therefore, the sensitivity of different neural and glial cell types to Cu-PA treatment may underlie the neurological worsening that occurs in some WD patients treated with PA. Our results also raise the possibility that side effects of PA treatment may be reduced or prevented by administration of antioxidants.",,"Katerji, M.;Barada, K.;Jomaa, M.;Kobeissy, F.;Makkawi, A. K.;Abou-Kheir, W.;Usta, J.",2017,,https://dx.doi.org/10.3389/fnmol.2017.00010,0,0,
20,Is a high serum copper concentration a risk factor for implantation failure?,"BACKGROUND: Copper-containing contraceptive devices can deposit copper ions in the endometrium, resulting in implantation failure. Deposition of copper ions in many organs has been reported in patients with untreated Wilson's disease. Since these patients sometimes present with subfertility and/or premature pregnancy loss, copper ions were also considered to accumulate in the uterine endometrium. Wilson's disease patients treated with zinc delivered successfully because zinc interfered with copper absorption from the gastrointestinal tract. These findings led to the hypothesis that infertile patients with high serum copper concentrations may have implantation failure due to excessive accumulation of copper ions. The relationship between implantation (pregnancy) rates and serum copper concentrations has not yet been examined. The Japanese government recently stated that the actual intake of copper among the Japanese was higher than necessary. Therefore, the aim of the present study was to investigate whether serum copper concentrations are related to implantation (pregnancy) rates of human embryos in vivo. METHODS: We included 269 patients (age < 40 years) who underwent single embryo transfer with vitrification and warming with a cycle of hormone replacement using good blastocysts (3BB or greater by Gardner's classification). Serum concentrations of hCG, copper, and zinc were measured 16 days after the first date of progesterone replacement. We compared 96 women who were pregnant without miscarriage at 10 weeks' gestation (P group) and 173 women who were not pregnant (NP group). RESULTS: No significant differences in age or BMI were observed between the groups. Copper concentrations were significantly higher in the NP group (mean 193.2 µg/dL) than in the P group (mean 178.1 µg/dL). Based on the area under the curve (AUC) in the receiver operating characteristic curve for predicting clinical pregnancy rates, the Cu/Zn ratio (AUC 0.64, 95% CI 0.54-0.71 ) was a better predictor than copper or zinc. When we set the cutoff point at 1.59/1.60 for the Cu/Zn ratio, the sensitivity, specificity, positive predictive value, and negative predictive value were 0.98, 0.29, 0.71, and 0. .88, respectively. CONCLUSIONS: Our single-center retrospective study suggests that high serum copper concentrations (high Cu/Zn ratio) are a risk factor for implantation failure.",,"Matsubayashi, H.;Kitaya, K.;Yamaguchi, K.;Nishiyama, R.;Takaya, Y.;Ishikawa, T.",2017,2010-08-01 00:00:00,https://dx.doi.org/10.1186/s13104-017-2708-4,0,0,
