record_id,pubmedID,title,keywords,authors,abstract,label_abstract_screening,label_included
11,10053176,Effects of calcium channel blockade in elderly patients with diabetes and systolic hypertension. Systolic Hypertension in European Labor Inspectors.,,"Tuomilehto, J; Rastenyte, D; BirkenhÃ¤ger, W H; Thijs, L; Antikainen, R; Bulpitt, C J; Fletcher, A E; Forette, F; Goldhaber, A; Palatini, P; Sarti, C; Fagard, R","Recent reports suggest that calcium channel blockers may be harmful in patients with diabetes and hypertension. We have previously reported that antihypertensive treatment with the calcium channel blocker nitrendipine reduces the risk of cardiovascular events. In this post hoc analysis, we compared the results of nitrendipine therapy in diabetic and nondiabetic patients; The center was randomly assigned to recruit 4695 patients (age, > or =60 years) with systolic blood pressure of 160 to 219 mm Hg and diastolic pressure less than 95 mm Hg, after stratification by sex and previous cardiovascular complications. active treatment or placebo. Active therapy was titrated to reduce systolic blood pressure with possible enalapril (5 to 20 mg daily) or hydrochlorothiazide (12.5 to 25 mg daily) or nitrendipine (10 to 40 mg daily) with the addition or substitution of both. at least 20 mm Hg and less than 150 mm Hg. In the control group, matched placebo tablets were administered similarly; At randomization, 492 patients (10.5%) had diabetes. After a median follow-up of two years, systolic and diastolic blood pressures in the placebo and active treatment groups differed between diabetic patients by 8.6 and 3.9 mm Hg, respectively. Among 4203 patients without diabetes, the systolic and diastolic pressures in the two groups differed by 10.3 and 4.5 mm Hg, respectively. After adjusting for possible confounding factors, active therapy resulted in an overall mortality of 55 percent (from 45.1 deaths per 1000 patients to 26.4 deaths per 1000 patients), mortality from cardiovascular disease 76 percent, all cardiovascular events 69 percent overall, fatal and non-fatal strokes 73 percent, and diabetes mellitus All cardiac events were combined in 63 percent of the patient group. Among non-diabetic patients, active treatment reduced all cardiovascular events by 26 percent and fatal and non-fatal strokes by 38 percent. In the active treatment group, the reduction in overall mortality, death from cardiovascular disease, and all cardiovascular events was significantly higher in diabetic patients than in nondiabetic patients (P=0.04, P=0.02, and P=0.01, respectively). ).; Nitrendipine-based antihypertensive therapy is particularly beneficial in elderly patients with diabetes and isolated systolic hypertension. Therefore, our findings do not support the hypothesis that the use of long-acting calcium channel blockers in diabetic patients may be harmful.",0,0
12,10063787,Low-dose combination therapy as first-line hypertension therapy for blacks and non-blacks.,,"Prisant, L M; Neutel, J M; Ferdinand, K; Papademetriou, V; DeQuattro, V; Hall, W D; Weir, M R","To evaluate the efficacy and safety of bisoprolol/6.25 mg hydrochlorothiazide (HCTZ), amlodipine, and enalapril in black and non-black patients, data from two comparative studies were pooled and subgroup analyzes were performed. Both studies had similar designs and included all three active treatments. The second study also included a placebo group. Subjects (n = 541) with a sitting diastolic blood pressure of 95-114 mmHg were titrated to a diastolic blood pressure < or = 90 mmHg. Studies included 114 blacks and 427 non-blacks. Results of an intent-to-treat analysis of mean change from baseline after 12 weeks of treatment showed: 1) blood pressure was significantly lowered by all three active drugs compared to baseline or placebo; 2) in blacks, bisoprolol/6.25 mg HCTZ caused significantly greater reductions in systolic and diastolic blood pressure than enalapril or placebo, but not significantly different from amlodipine; 3) in non-blacks, bisoprolol/6.25 mg of HCTZ resulted in significantly greater reductions in diastolic blood pressure than amlodipine, enalapril, or placebo. The placebo-adjusted change in blood pressure was greater for blacks than for whites in the bisoprolol/6.25 mg HCTZ combination, but this was not statistically significant. Bisoprolol/6.25 mg HCTZ controlled diastolic blood pressure < or = 90 mmHg in blacks and non-blacks in significantly more patients than enalapril or placebo. The difference in control rates was not significant against amlodipine. The incidence of drug-related adverse events was similar between treatments; however, bisoprolol/6.25 mg HCTZ had a lower dropout rate due to lack of blood pressure control or adverse experiences in both blacks and non-blacks.",0,0
13,10066961,Linear IgA bullous dermatosis in a patient with acute lymphocytic leukemia: possible involvement of granulocyte colony stimulating factor.,,"Kano, Y; Kokaji, T; Shiohara, T","We describe a case of linear IgA bullous dermatosis (LABD) in a patient with acute lymphocytic leukemia during treatment with granulocyte colony stimulating factor (G-CSF). After the drug rash due to imipenem cilastatin sodium disappeared, bullous lesions appeared on the trunk. Histopathological studies of the lesion and direct immunofluorescence studies were consistent with LABD. However, re-establishment of G-CSF after resolution did not reproduce the bullous eruptions. This suggests that, in addition to G-CSF, the presence of precipitating factors that can synergistically increase or accelerate disease onset is required for the development of bullous lesions. Various cytokines endogenously produced from lymphocytes activated during drug eruption, such as interleukin-2 (IL-2) and interferon-gamma (IFN-gamma), may have provided a favorable environment for the initiation of G-CSF-induced LABD. We suggest that patients with LABD should be given special care with respect to the type or combination of cytokines administered as therapeutic modalities.",0,0
14,10067800,"Efficacy and safety of telmisartan, a selective AT1 receptor antagonist, compared with enalapril in elderly patients with primary hypertension. TEES Working Group.",,"Karlberg, B E; Lins, L E; Hermansson, K","To evaluate the antihypertensive efficacy and safety of the novel AT1 receptor antagonist telmisartan compared with enalapril in elderly patients with mild to moderate hypertension; A 26-week, multicenter, double-blind, parallel-group, dosage titration study; A total of 278 patients aged > or = 65 years were randomized to once-daily telmisartan or enalapril therapy. Telmisartan dose was increased from 20 to 40-80 mg and enalapril dose was increased from 5 to 10-20 mg at 4-week intervals until supine diastolic blood pressure was <90 mmHg. After 12 weeks, hydrochlorothiazide 12.5-25 mg once daily was added to the treatment regimen for patients not controlled with monotherapy. Both treatments lowered blood pressure in a comparable and clinically significant way. Adjusted mean changes from baseline in supine diastolic blood pressure in the chute were -12.8 mmHg for telmisartan and -11.4 mmHg for enalapril (P = 0.074). Mean changes in supine systolic blood pressure were -22.1 mmHg for telmisartan and -20.1 mmHg for enalapril (P = 0.350). Overall, 63% and 62% of patients with supine diastolic blood pressure <90 mmHg responded to telmisartan and enalapril, respectively. Both regimens provided effective blood pressure reduction throughout the 24-hour dosing interval, as determined by ambulatory blood pressure monitoring. Both regimens were well tolerated; however, the incidence of treatment-related cough was more than doubled in patients on the enalapril regimen compared with those on the telmisartan regimen (6.5% versus 16%); These results indicate that telmisartan is well tolerated and is at least as effective as enalapril in the treatment of elderly patients with mild to moderate hypertension.",0,0
15,10069777,Meeting highlights. Highlights from the 20th congress of the European Society of Cardiology.,,"Ferguson, J J",,0,0
16,10072218,Acute anti-ischemic effects of perindopril in men with coronary artery disease and their relationship to left ventricular function.,,"Bartels, G L; van den Heuvel, F M; van Veldhuisen, D J; van der Ent, M; Remme, W J","Long-term angiotensin-converting enzyme (ACE) inhibition may reduce ischemic events in patients with coronary artery disease, but it is unknown whether it protects against acute ischemia or the effects of pre-existing left ventricular (LV) dysfunction on potential anti-ischemic properties. We conducted a double-blind study in 25 patients with exercise-induced ischemia. The effects of perindoprilat on pacing-induced myocardial ischemia were examined. Fourteen patients received perindoprilat and 11 patients received placebo. Based on LV function, 2 subgroups were created in the perindoprilat group: 7 patients with LV dysfunction (LV ejection fraction <0.40) and 7 patients with normal LV function. After receiving study drug, the pacing test was repeated. Ischemia developed in both groups during the first pacing test. The increase in systemic vascular resistance and LV end-diastolic pressure was significantly blunted after perindopril administration (p < 0.05). Also, the ischemia-induced increase in arterial and cardiac uptake of norepinephrine was inhibited by perindoprilat and the increase in atrial natriuretic peptide was less pronounced; furthermore, ST-segment depression was reduced by 32% compared to placebo (all p < 0.05). In the group with LV dysfunction, perindoprilat significantly reduced LV end-diastolic pressure by 67% and myocardial lactate production was inhibited, but not in the group with normal LV function. In addition, the increase in arterial norepinephrine was decreased by 74% and 33%, respectively (p <0.05). These results demonstrate that perindoprilat reduces acute, pacing-induced ischemia in normotensive patients. In patients with (asymptomatic) LV dysfunction, these effects were more pronounced than in patients with normal LV function.",0,0
17,10073748,Cough and angiotensin II receptor antagonists: why or is it confusing?,,"Mackay, F J; Pearce, G L; Mann, R D","Cough is one of the most common side effects associated with angiotensin converting enzyme inhibitors (ACEIs) but is not thought to be associated with losartan, an angiotensin II receptor antagonist (ARA). This study compares reports of cough with losartan and three ACEIs used in general practice; Studies were conducted using the Prescription Event Monitoring technique for losartan and the three ACEIs enalapril, lisinopril and perindopril. Patients were identified using prescribed prescription data. Questionnaires were sent to the general practitioners of the patients 6 months after the first prescription date. Cases of cough resulting in drug discontinuation within the first 60 days of losartan treatment were followed up with additional questionnaires. Incidence rates were calculated for cough reports. To mitigate the effect of transference effects, odds ratios were calculated for initial cough reports between days 8 and 60 using losartan as the index drug; The cohort for each drug exceeded 9000 patients. Age and gender distributions and indications for prescribing the four drugs were similar. Cough was the most common reason for discontinuation of losartan therapy and the most frequently reported event during the first month of therapy with this drug. 1-7. Cough rates were significantly higher for the three ACEIs (rate ratios 1.5, 4.8, and 5.7, all P<0.03), compared with losartan, excluding reports of cough between days and days. 101 patients discontinued losartan due to cough. Of these, 91% were previously prescribed an ACEI and 86% had a previous ACEI cough; Transmission was responsible for the excess of reports of cough with losartan. Cough rates between days 8 and 60 were significantly higher for the three ACEIs compared with losartan. Confusing factors associated with comparative observational cohort studies are discussed.",0,0
18,10073783,Angiotensin-converting enzyme inhibition as antiatherosclerotic therapy: no answer yet. QUIET Investigators. Quinapril Ischemic Event Trial.,,"Cashin-Hemphill, L; Holmvang, G; Chan, R C; Pitt, B; Dinsmore, R E; Lees, R S","Angiotensin converting enzyme inhibitors have proven to be of clinical benefit in congestive heart failure. Whether they also benefit patients with coronary artery disease in the absence of congestive heart failure through an antiatherosclerotic mechanism is a question the QUinapril Ischemic Event Trial quantitative coronary angiography (QCA) study seeks to answer: 1750 patients with normal left ventricular function: patients undergoing coronary angiography and angioplasty, receiving placebo versus quinapril 20 mg/day and followed for 3 years for cardiac endpoints. A randomly selected subset of the total cohort underwent follow-up angiography. The primary QCA endpoint was the categorical definition of progression versus no progression defined by QCA or a cardiac event in patients selected for the QCA trial with no follow-up x-rays available. Secondary endpoints in patients with 2 angiograms: development of new stenosis, change in minimum luminal diameter index, and change in percent diameter stenosis index. There were 119 progressive among 243 placebo-treated patients (49%) and 111 progressive among 234 quinapril-treated patients (47%) (p = NS). There were 44 patients (19%) who developed new stenosis in the placebo group and 50 (22%) patients in the quinapril group (p=NS). The change in the minimum luminal diameter index was -0.21+/-0.03 mm in the placebo group and -0.18+/-0.03 mm in the quinapril group (p = NS). Finally, the change in the index of facial stenosis was +5.1+/-1.0 in the placebo group and +3.5+/-1.0 in the quinapril group (p = NS). Possible confounders of this experiment are presented and discussed.",0,0
19,10073846,Comparison of the effects of losartan and captopril on mortality in patients after acute myocardial infarction: OPTIMAAL trial design. Optimal Treatment of Myocardial Infarction with the Angiotensin II Antagonist Losartan.,,"Dickstein, K; Kjekshus, J","Patients with acute myocardial infarction and evidence of heart failure or left ventricular dysfunction in the acute phase are at an extreme risk of death. Treatment with angiotensin converting enzyme inhibitors reduces the deleterious effects of angiotensin II and has been shown to significantly reduce morbidity and mortality in this population. Selective, angiotensin type 1 receptor antagonism with losartan, which inhibits the effects of angiotensin II independently of its source at the receptor level, may result in more complete blockade of the renin-angiotensin system. The Optimal Treatment of Myocardial Infarction (OPTIMAAL) study with the Angiotensin II Antagonist Losartan was a multicenter, double-blind, randomized, parallel, captopril-controlled study. The primary hypothesis is that, compared with captopril, losartan will reduce the risk of all-cause death by 20% in high-risk patients after acute myocardial infarction. The study population will consist of 5,000 patients > or = 50 years of age with heart failure or a recent Q-wave anterior infarction or reinfarction during the acute phase. Patients will be randomized to treatment with losartan or captopril. All patients will be followed (event-driven) until 937 deaths occur. The primary endpoint was total mortality (all-cause mortality). Secondary and tertiary endpoints were sudden death (and/or resuscitated cardiac death) and fatal/non-fatal re-infarction. Based on a 95% power (2-sided, adjusted for 2 interim analyzes) to detect a default event rate, treatment effect, and a 20% reduction in all-cause mortality at the 4.3% significance level, the trial will generate at least 5,004 records . in patients and until the total number of events is reached (intended-to-treat analysis).",1,0
20,10075143,Study on propionyl-L-carnitine in chronic heart failure.,,,"Fatigue in patients with chronic heart failure is independent of hemodynamic and neuroendocrine changes and may possibly be due to impaired muscle metabolism. Propionyl-L-carnitine, a carnitine derivative, has been shown in previous studies to improve muscle metabolism. The aim of this study was to evaluate the effect of propionyl-L-carnitine on exercise capacity in patients with mild to moderate chronic heart failure treated with ACE inhibitors and diuretics. This was a phase III, double-blind, randomized, parallel, multicenter study. The primary objective was to evaluate the effect of propionyl-L-carnitine on maximal exercise time versus placebo using a cycling exercise test. The primary analysis performed in the intent-to-treat population (271 vs 266 patients on propionyl-L-carnitine and placebo) showed no statistically significant difference between treatments. A 15 s difference in favor of propionyl-L-carnitine was observed in the complementary/matched population (P=0.092). A prespecified subgroup analysis of patients classified by baseline maximum exercise time showed an improvement trend in propionyl-L-carnitine patients with shorter maximum exercise time. A previously unspecified analysis in patients classified by ejection fraction (< or = 30% vs. 30-40%) showed a statistically significant difference in maximum exercise time favoring propionyl-L-carnitine in patients with higher ejection fraction (40 sec, P <0.01). There were no security issues.; The study does not meet the primary objective, but confirms the good safety profile of propionyl-L-carnitine. An unspecified exploratory analysis shows that propionyl-L-carnitine improves exercise capacity in patients with preserved heart function. This hypothesis needs to be confirmed by a specially adapted study.",0,0
21,10075388,Reduced bcl-2 concentrations in hypertensive patients after administration of lisinopril or nifedipine.,,"Buemi, M; Allegra, A; Corica, F; Aloisi, C; Ruello, A; Giacobbe, M S; Di Pasquale, G; Senatore, M; Frisina, N","We evaluated blood concentrations of B-cell leukemia-2 (bcl-2), a protooncogene capable of reducing apoptosis, in 30 patients with essential hypertension and 30 healthy control subjects. Bcl-2 concentrations were higher in hypertensives than in normotensive subjects. The increase in pressure due to the cold press test resulted in greater increases in blood bcl-2 concentrations in both hypertensive and normotensive subjects. Treatment of hypertensive patients with hypotensive drugs resulted in a decrease in bcl-2 concentrations after administration of lisinopril, which was more pronounced than with nifedipine. The results show that bcl-2 concentrations are increased in patients with hypertension, which may be an important factor in cell proliferation underlying posthypertensive vascular remodeling. Furthermore, lisinopril and nifedipine appear to have the ability to reduce bcl-2 concentrations in patients with hypertension, with potentially beneficial effects on vascular modifications.",0,0
