record_id,title,abstract,keywords,authors,year,date,doi,label_included,label_abstract_screening,duplicate_record_id
11,Einblicke in die Behandlung von Morbus Wilson,"Wilson disease is a rare autosomal recessive disorder of copper metabolism in which the causative gene ATP7B results in absent or reduced function of the ATP7B transporter, which is important for biliary copper excretion and copper incorporation into ceruloplasmin. Affected patients accumulate excess copper in the liver, brain, and other tissues. A condition affecting mainly children, adolescents and young adults; Clinical features range from the asymptomatic state to chronic liver disease, acute liver failure, and neuropsychiatric manifestations. Diagnosis requires a high index of suspicion and is based on a combination of clinical signs, biochemical tests, hepatic copper assay and ATP7B gene mutation analysis; To date, there are more than 500 mutations of ATP7B in patients with Wilson's disease. Early detection and treatment can lead to an excellent prognosis, while untreated disease is almost always fatal. Drug therapies include chelating agents such as penicillamine or trientine and zinc salts. Liver transplantation is curative, corrects the underlying pathophysiology, and is traditionally indicated for acute liver failure or end-stage liver disease unresponsive to medical therapy. This review article provides an overview of various aspects of Wilson's disease, including the molecular basis of the disease, clinical features, diagnostic and treatment strategies with their current limitations.",,"Kathawala, M.;Hirschfield, G. M.",2017,Nov,https://dx.doi.org/10.1177/1756283X17731520,0,0,
12,Bis-choline tetrathiomolybdate for Wilson's disease,,,"Houwen, R.",2017,Dec,https://dx.doi.org/10.1016/S2468-1253(17)30325-4,0,0,
13,"Bis-choline tetrathiomolybdate in patients with Wilson's disease: an open-label, multicenter, phase 2 study","BACKGROUND: Wilson disease is a genetic disorder in which copper accumulates in the liver, brain, and other tissues. Therapies are limited by efficacy, safety concerns, and multiple daily dosing. Bis-choline tetrathiomolybdate (WTX101) is an oral copper-protein binding molecule in its class that targets hepatic intracellular copper and reduces plasma non-ceruloplasmin-bound copper (NCC) by forming tripartite complexes with albumin and increasing biliary copper excretion. Our aim was to evaluate the efficacy and safety of WTX101 in the initial or early treatment of patients with Wilson's disease. METHODS: We conducted this open-label phase 2 study at 11 hospitals in the US and Europe. We included patients (>=18 years) with Wilson's disease who were untreated or had not been treated with chelating agents or zinc for more than 24 months, had a Leipzig score of 4 or more and NCC concentrations above the lower limit of normal had a reference range (>=0.8 µmol/L). Eligible patients received WTX101 monotherapy at a starting dose of 15-60 mg/day based on baseline NCC concentrations for the first 4-8 weeks, with response-guided individualized dosing for the remaining weeks through week 24. Investigators, other hospital staff, and patients were aware of the identity of the treatment. The primary endpoint was the change in baseline NCC levels corrected for copper in tetrathiomolybdate-copper-albumin complexes (NCC<sub>corrected</sub>) at 24 weeks, with treatment response measured as achieving or maintaining a normalized NCC<sub> corrected< is defined as /sub> (<=2.3 mumol/L [upper limit of normal]) or achieving at least a 25% reduction in NCC <sub>corrected</sub> from baseline at 24 weeks. This study is registered with ClinicalTrials.gov under number NCT02273596. RESULTS: Between November 24, 2014 and April 27, 2016, 28 patients were enrolled and received WTX101; Twenty-two (79%) patients completed the study by week 24. At week 24, 20 (71%, 95% CI 51.3-86.8; p<0.0001) of 28 patients met criteria for treatment success: 16 ( 57%) treated with WTX101 achieved or maintained normalized NCC<sub>corrected</sub> concentrations and 4 (14%) had at least a 25% reduction from baseline NCC<sub>corrected</sub> levels. Mean NCC<sub>corrected</sub> was reduced by 72% from baseline to week 24 (least squares mean difference -2.4 µmol/L [SE 0.4], 95% CI -3.2 to -1.6; p<0.0001). No cases of paradoxical drug-related neurological deterioration were recorded. Liver function was stable in all patients, although 11 (39%) of 28 patients receiving at least 30 mg/day experienced reversible elevations of asymptomatic alanine or aspartate aminotransferase or gamma-glutamyltransferase in the absence of elevated bilirubin. 11 serious adverse events were reported in seven (25%) patients and included psychiatric disorders (six events in four patients), gait disturbances (one event), increased hepatic aminotransferases (two events in two patients, one with agranulocytosis) and decrease in Liver function Neurological function (an event probably due to a natural history of the disease, although causality could not be excluded). The seven serious adverse events, categorized as psychiatric disorders and a gait disorder, were considered unlikely to be related to the study drug, while the remaining four events were possibly or probably related. INTERPRETATION: Our results indicate that WTX101 could be a promising new therapeutic approach for Wilson's disease with a unique mode of action. Given its once-daily dosing and favorable safety profile, WTX101 could improve the management of patients with this debilitating condition. FUNDING: Wilson Therapeutics AB.",,"Weiss, K. H.;Askari, F. K.;Czlonkowska, A.;Ferenci, P.;Bronstein, J. M.;Bega, D.;Ala, A.;Nicholl, D.;Flint, S.;Olsson, L.;Plitz, T.;Bjartmar, C.;Schilsky, M. L.",2017,Dec,https://dx.doi.org/10.1016/S2468-1253(17)30293-5,0,0,
14,Wilson's disease,"Appropriate anti-copper therapy for Wilson's disease is the crucial element to arrest the progression of the disease and allow the patient to recover. The selection of the drug or drugs to be used for a particular patient depends on the stage of the disease (ie, initially acutely ill versus chronic maintenance patient) and the mode of presentation (ie, neurological/psychiatric versus hepatic). I treat patients with initial liver disease with a combination of zinc and trientine, patients with neurological/psychiatric disorders with tetrathiomolybdate, and patients in the maintenance phase with zinc.",,"Brewer, G. J.",2000,May,,0,0,
15,Bioavailable trace metals in neurological diseases,"OPINION: Medical treatment for Wilson's disease includes chelators (D-penicillamine and trientine) or zinc salts, which must be maintained for life. This pharmacological treatment is divided into two phases; the first is a decoppering phase and the second is a maintenance phase. The best therapeutic approach remains controversial, as few uncontrolled studies have compared these treatments. During the initial phase, a stepwise increase in chelating agent doses, adjusted for exchangeable copper and urinary copper, might help avoid neurological deterioration. Liver transplantation is indicated in acute fulminant liver failure and decompensated cirrhosis; in the case of neurological deterioration, this must be discussed individually. During the maintenance phase, the main challenge is to achieve good adherence to lifelong drug therapy. Neurodegenerative diseases that lead to mislocalization of iron can be caused by a culmination of localized overload (prooxidative siderosis) and localized deficiency (metabolic disorder). A new therapeutic concept involving conservative iron chelation rescues iron-overloaded neurons by scavenging labile iron and allows iron redistribution by delivering this chelated metal to endogenous apo-transferrin to avoid systemic iron loss.",,"Poujois, A.;Devedjian, J. C.;Moreau, C.;Devos, D.;Chaine, P.;Woimant, F.;Duce, J. A.",2016,Oct,https://dx.doi.org/10.1007/s11940-016-0426-1,0,0,
16,Early onset of Wilson's disease: diagnostic challenges,"OBJECTIVES: The aim of the study was to analyze the clinical presentation, diagnosis and management of patients aged <= 5 years with early onset Wilson's disease (WD). Methods: Data from 143 pediatric patients with WM treated at our center between January 1996 and November 2015 were analyzed retrospectively. RESULTS: A review of 143 pediatric patients with WM identified 21 (10 girls, 11 boys) with onset symptoms or abnormal liver function test results aged <= 5 years. The diagnosis of WM was confirmed in 8 patients less than 5 years of age. At baseline, the mean serum alanine aminotransferase level was 222 U/L and the mean serum aspartate aminotransferase level was 130 U/L. The mean serum ceruloplasmin concentration in 16 patients tested was < 20 mg/dl. Of the 15 patients who underwent a urinary copper excretion test, 8 had values between 40 and 100 µg/day, with only 4 having values >100 µg/day. Copper quantification in the liver was > 250 µg/g dry weight in 16 patients. The most common mutation was p.H1069Q, with composite heterozygosity in 5 patients and homozygosity in 9. 16 patients were treated with zinc salts and 5 with D-penicillamine. Both treatments were effective with no serious side effects observed after 3 to 24 months. CONCLUSIONS: WD can present as early as 2 years of age. Because biochemical tests may be less sensitive in very young children, diagnosis may require a combination of tests. If molecular tests are inconclusive, liver copper levels should be measured.",,"Wiernicka, A.;Dadalski, M.;Janczyk, W.;Kaminska, D.;Naorniakowska, M.;Husing-Kabar, A.;Schmidt, H.;Socha, P.",2017,Nov,https://dx.doi.org/10.1097/MPG.0000000000001700,0,1,
17,Wilson's disease: Probable developments towards new therapies,"Wilson disease (WD) is an autosomal recessive disorder of copper metabolism caused by mutations in the ATP7B gene. A clear demand for novel WD treatment strategies has emerged. Although zinc salt and copper chelator therapies can be effective in curing WM, these drugs have limitations in a sizeable pool of WM patients who develop intolerance and/or severe side effects. Several research directions have revealed an intriguing potential for novel strategies and targets for the development of new therapies. Here we review these new approaches, which include correcting ATP7B mutants and discovering new compounds that bypass ATP7B deficiency, as well as cell and gene therapies. We also discuss if and when these new therapeutic strategies will be advanced to clinical application, according to key clinical trial requirements that have yet to be met. In conclusion, we discuss the hope that the currently rapidly evolving research on the molecular mechanisms underlying the pathogenesis of WM and related potential therapeutic targets will provide a solid foundation for the next generation of WM therapies leading to an effective , tolerable and safe healing.",,"Ranucci, G.;Polishchuck, R.;Iorio, R.",2017,2014-08-01 00:00:00,https://dx.doi.org/10.3748/wjg.v23.i30.5451,0,0,
18,Dietary supplements associated with fulminant hepatic failure in a well-controlled patient with Wilson's disease,"We encountered a patient with previously well-controlled Wilson's disease who experienced fulminant hepatic failure with hemolytic anemia possibly caused by the dietary supplement Health Proportion() (Jubilant Co., Ltd., Ehime, Japan). A 21-year-old woman was admitted to our hospital with marked hepatic dysfunction and severe hemolytic anemia. The free serum copper level was increased to 101 µg/dl and the urinary copper excretion was extremely increased (25,600 µg/day). Plasma exchange and continuous hemodiafiltration were performed to remove serum copper and treat the hemolytic anemia. However, liver function did not improve and she underwent liver transplantation on day 28 after admission. Copper and iron levels in the resected liver were high at 851.9 µg and 551.7 µg/liver dry weight (g), respectively, although the patient had been taking D-penicillamine regularly since diagnosis and had well-controlled copper levels a year before admission had . Two months prior to admission, the patient had been taking a soybean dietary supplement for 1 month. This dietary supplement was labeled as being high in copper and iron and we believe this caused fulminant hepatic failure with hemolytic crisis in this patient. It is important to pay attention to the micronutrient content of dietary supplements, especially for patients with metabolic disorders.",,"Kawai, K.;Atarashi, Y.;Takahara, T.;Kudo, H.;Tajiri, K.;Tokimitsu, Y.;Nakayama, Y.;Hirano, K.;Yata, Y.;Minemura, M.;Yasumura, S.;Onishi, Y.;Tsukada, K.;Tsuneyama, K.;Takano, Y.;Sugiyama, T.",2009,Apr,https://dx.doi.org/10.1007/s12328-008-0056-6,0,0,
19,Chemosensitivity of U251 cells to D-penicillamine and copper co-treatment: potential implications for patients with Wilson's disease,"D-penicillamine (PA), a copper chelator and one of the recommended drugs to treat Wilson's disease (WD), has been reported to worsen symptoms in patients with neurological presentations. However, the cause of this paradoxical reaction is not yet fully understood and requires further investigation. Accordingly, we examined the in vitro effect of copper (Cu) and/or PA treatment on human glioblastoma U251 cells as an in vitro model of Cu cytotoxicity. Treatment of U251 cells with either Cu or PA had no significant effect on their morphology, viability, or ROS concentration. In contrast, co-treatment with Cu-PA caused a decrease in viability, altered glutathione and ceruloplasmin expression associated with a marked increase in ROS; depolarization of the mitochondrial membrane potential; and an increase in sub-G0 phase; along with alpha-fodrin proteolysis. These findings together with the lack of LDH release in these assays suggest that combined Cu-PA exposure induced apoptosis in U251 cells. In addition, pre/or concomitant treatment with antioxidants showed a protective effect, with catalase being more effective than N-acetylcysteine or Trolox in restoring viability and reducing the levels of ROS generated. In comparison, a similar analysis using other cell lines showed that rat PC12 cells were resistant to Cu and/or PA treatment, while the neuroblastoma cell line SH-SY5Y was sensitive to either compound alone, resulting in reduced viability and increased ROS levels. Taken together, this study demonstrates that glioblastoma U251 cells represent a model for H<sub>2</sub>O<sub>2</sub> mediated cytotoxicity of Cu-PA. We postulate that PA oxidation in the presence of Cu yields H<sub>2</sub>O<sub>2</sub>, which in turn penetrates the plasma membrane and induces apoptosis. However, other cell lines showed different responses to these treatments and may have provided a model for cell-type specific cytotoxic responses in the nervous system. The sensitivity of different neural and glial cell types to Cu-PA treatment may therefore underlie the neurological deterioration seen in some PA-treated WM patients. Our results also indicate that the side effects of PA treatment could be reduced or prevented by the administration of antioxidants.",,"Katerji, M.;Barada, K.;Jomaa, M.;Kobeissy, F.;Makkawi, A. K.;Abou-Kheir, W.;Usta, J.",2017,,https://dx.doi.org/10.3389/fnmol.2017.00010,0,0,
20,Is high serum copper concentration a risk factor for implantation failure?,"BACKGROUND: Copper-containing contraceptives can deposit copper ions in the endometrium, leading to implantation failure. Deposition of copper ions in many organs has been reported in patients with untreated Wilson's disease. Because these patients sometimes exhibit subfertility and/or early pregnancy loss, it has also been suggested that copper ions accumulate in the uterine dotrium. Patients with Wilson's disease treated with zinc successfully delivered babies because zinc interfered with the absorption of copper from the gastrointestinal tract. These findings led to the hypothesis that implantation failure may occur in infertile patients with high serum copper concentrations due to excessive accumulation of copper ions. The relationship between implantation rates (pregnancy rates) and serum copper concentrations has not been studied. The Japanese government recently stated that actual copper intake among the Japanese is higher than required. Therefore, the aim of the present study was to investigate whether serum copper concentrations are related to implantation rates (pregnancy rates) of human embryos in vivo. METHODS: We included 269 patients (age < 40 years old) undergoing vitrifying and warming single embryo transfer with a hormone replacement cycle using good blastocysts (3BB or more according to Gardner classification). Serum hCG, copper and zinc concentrations were measured 16 days after the first date of progesterone replacement. We compared 96 women who were 10 weeks pregnant without miscarriage (group P) and 173 women who were not pregnant (group NP). RESULTS: No significant differences in age or BMI were observed between groups. Copper concentrations were significantly higher in group NP (mean 193.2 µg/dl) than in group P (mean 178.1 µg/dl). According to the area under the curve (AUC) on the receiver operating curve used to predict clinical pregnancy rates, the Cu/Zn ratio (AUC 0.64, 95% CI 0.54-0.71) was a better predictor than copper or zinc. When we set the Cu/Zn ratio cutoff at 1.59/1.60, the sensitivity, specificity, positive predictive value, and negative predictive value were 0.98, 0.29, 0.71, and 0.88, respectively. CONCLUSIONS: Our single-center retrospective study indicates that high serum copper concentrations (high Cu/Zn ratio) are a risk factor for implantation failure.",,"Matsubayashi, H.;Kitaya, K.;Yamaguchi, K.;Nishiyama, R.;Takaya, Y.;Ishikawa, T.",2017,2010-08-01 00:00:00,https://dx.doi.org/10.1186/s13104-017-2708-4,0,0,
