record_id,title,abstract,label_included,label_abstract_screening,duplicate_record_id
11,(S)Partners for Heart Health: A school-based program to improve physical activity and nutrition to promote cardiovascular health in fifth graders,"BACKGROUND: The American Heart Association position statement on promoting cardiovascular health in public schools encourages school-based interventions for the primary prevention of cardiovascular disease (CVD) through the prevention or reduction of risk factors in children, with an emphasis on creating an environment that promotes healthy food choices. and physical activity (PA). In an effort to address issues related to CVD risk factors, including obesity, in Michigan children, a multidisciplinary team of Michigan State University (MSU) faculty, physicians, and health professions students was assembled. to ""(S)associate"" with elementary school physicists. physical education (PE) teachers and MSU Extension staff to develop and implement a cost-effective and sustainable program aimed at preventing and managing CVD risk factors for fifth grade students. This (S)partnership seeks to augment and improve the existing fifth grade physical education, health, and nutrition curriculum by achieving the following goals: 1) improve students' knowledge, attitudes, and confidence about nutrition, physical activity and heart health""; 2) increase the number of students meeting national recommendations for PA and nutrition;"" and 3) increase the number of students with desirable CVD risk factor status based on national pediatric guidelines. Secondary goals include promoting school staff and parent support for heart health to help children achieve their goals and providing experiential and service learning for MSU health professions students for academic credit . METHODS/DESIGN: This pilot effectiveness study was approved by the MSU IRB. At the beginning and end of the school year, students undergo a CVD risk factor assessment conducted by MSU medical students and graduate students. Key components of the intervention include eight lesson plans (conducted every other month) designed to promote heart-healthy nutrition and physical activity behaviors conducted by physical education teachers with the assistance of MSU dietetics and kinesiology students (Spartners ). The last 10 minutes of each lesson, MSU Spartners conduct small group discussions/breakdowns with 5th grade students. In addition, each Spartner case manages/counsels two to three fifth grade students using a web-based goal-setting and tracking protocol throughout the school year. DISCUSSION: This document describes the rationale, development, and methods of the Spartners for Heart Health program. This is a multi-tiered intervention designed to promote heart-healthy behaviors and prevent or control CVD risk factors in children. We believe that this will be a viable sustainable intervention that can be disseminated and adopted by other institutions with minimal cost by involving university students as an integral part of the measurement and intervention teams.",0,0,
12,â€œValue for moneyâ€ : use with care,"In this issue, Owens and colleagues (1) argue that the goal of policy should be ""to preserve the delivery of interventions that provide good value."" They also acknowledge that assessing costs without considering value is problematic because it could lead to â€œunintended reductions in effective and efficient careâ€ . Cutler and colleagues (2) have argued that an intervention that produces more benefits than costs is socially beneficial regardless of whether it increases spending. The American College of Physicians' Clinical Guidelines Committee makes an important contribution to this policy debate by offering definitions and concepts to guide the pursuit of high-value health care, but the goal of ""value for money"" raises many questions that warrant careful consideration. further discussion. .",0,0,
13,100 apples divided by 15 red herrings: a mid-nineteenth-century warning about comparing hospital mortality rates,"In 1863, Florence Nightingale argued that London hospitals were dangerous, especially compared to provincial facilities. She buttressed this claim with statistics published in the William Fair Registrar General's report, which stated that 24 London hospitals had mortality rates above 90%, while rural hospitals had an average mortality rate of 13%. Farr had calculated mortality rates by dividing the total number of patients who died throughout the year by the number of patients hospitalized in a single day. When calculated as the annual number of deaths divided by the total number of patients hospitalized during the year, the mortality rate for London hospitals was 10%. A raucous debate broke out in the London medical press over the best way to calculate hospital mortality rates. Critics claimed that Farr had not adjusted for differences in disease severity between urban and rural hospitals and that his figures would mislead the public. Farr and Nightingale, in turn, criticized the poor quality of the hospital data. This story reinforces the need to understand the methodological derivation of statistics intended to compare the quality of providers.",0,0,
14,1931 German Guidelines on Human Experimentation,,0,0,
15,2013 ACC/AHA Cholesterol Treatment Guideline: Paradigm Shifts in Atherosclerotic Cardiovascular Disease Risk Management,"The 2013 American College of Cardiology/American Heart Association Guideline on Blood Cholesterol Management to Reduce Atherosclerotic Cardiovascular Risk in Adults represents a major change from previous cholesterol management guidelines. The new guidelines include data from individual randomized trials as well as the most comprehensive meta-analyses, and introduce several important paradigm shifts, including: targeting ASCVD risk reduction rather than targeting LDL-C levels, advocating for the use of evidence-based statin doses as first-line therapy, and using a new risk calculator and risk cutoff to guide initiation of statin therapy. These major changes have created controversy and confusion in the medical community, with some doctors hesitant to accept the change. We review the evidence that forms the basis for these important changes, compare them to other important lipid guidelines, and recommend an integrated approach to managing dyslipidemia to lower the risk of atherosclerotic cardiovascular disease.",0,0,
16,2015 AAHA/AAFP Pain Management Guidelines for Dogs and Cats,"RATIONALE: Strong advances in pain management for companion animals support the decision by the American Association of Animal Hospitals (AAHA) and the American Association of Feline Physicians (AAFP) to expand on the information provided in the Guidelines for Pain Management 2007 AAHA/AAFP Pain Guidelines. The 2015 Guidelines summarize and provide a detailed review of much of this new knowledge. RELEVANCE: Pain management is critical to veterinary practice as it relieves pain, improves patient outcomes, and improves both quality of life and the veterinarian-client-patient relationship. These Guidelines help veterinarians incorporate pain management into practice, improving patient care. APPROACHES: The treatment of pain requires continuous care that includes anticipation, early intervention and evaluation of the response in each patient. A team-oriented approach, including the owner, is essential to maximize recognition, prevention, and treatment of pain in animals. EVIDENCE BASE: The Guidelines include both pharmacological and non-pharmacological modalities to control pain; they are evidence-based to the extent possible and represent a consensus of expert opinion. Behavior changes are currently the main indicator of pain and its course of improvement or progression, and the basis for recently validated pain scores. Post-surgical pain is eminently predictable, but there is strong evidence supporting strategies to mitigate adaptive and maladaptive forms. Chronic pain is dominated by degenerative joint disease (DJD), which is one of the most significant and underdiagnosed diseases of cats and dogs. DJD is ubiquitous, found in pets of all ages, and inevitably progresses over time;"" Evidence-based strategies for management are established in dogs and emerge in cats.",0,0,
17,5As Team obesity intervention in primary care: development and evaluation of weight control tools for shared decision making,"Despite various clinical practice guidelines, a considerable gap remains in the prevention and management of obesity in primary care. To address the need to change provider behavior, a randomized controlled trial with a convergent mixed-method evaluation, the 5As Team (5AsT) study, was conducted. As part of the 5AsT intervention, the 5AsT Toolkit was developed. This document describes the process of developing and evaluating these tools. The tools were developed jointly by the multidisciplinary research team and the 5AsT, which included registered nurses/nurse practitioners (n = 15), mental health workers (n = 7), and registered dietitians (n = 7), who were previously assigned randomized to the 5AST intervention group in a primary care network in Edmonton, Alberta, Canada. The development of the 5AsT tool occurred through an iterative, need-based, and practice/implementation-oriented process during collaborative 5AsT intervention learning sessions. Feedback during the development of the tool was received through field notes and the final evaluation of the provider was carried out through anonymous questionnaires. Twelve tools were developed in conjunction with 5AsT. All tools were rated as ""most useful"" or ""moderately useful"" in primary care practice by the 5AsT. Four key findings during the development of the 5AsT tool were the need for: tools that are adaptable, tools to facilitate interdisciplinary practice, tools to help patients understand realistic expectations for weight loss, and shared decision-making tools for goal setting and relapse prevention. The 5AsT tools are primary care tools that extend the utility of the 5A obesity management framework in clinical practice.",0,0,
18,6-PACK program to reduce fall injuries in acute care hospitals: cluster randomized controlled trial,"OBJECTIVE To assess the effect of the 6-PACK program on falls and fall injuries in acute care settings. DESIGN Cluster randomized controlled trial. SETTING Six Australian hospitals. PARTICIPANTS All patients admitted to 24 acute wards during the trial period. INTERVENTIONS Participating wards were randomly assigned to receive either the nurse-led 6-PACK program or usual care for 12 months. The 6-PACK program included a falls risk tool and individualized use of one or more of six interventions: ""fall alert"" signal, monitoring patients in the bathroom, ensuring that patients' walking aids within reach, a regimen for toileting, use of a low-low bed, and use of a bed/chair alarm. MAIN OUTCOME MEASURES Co-primary outcomes were falls and fall injuries per 1000 occupied bed days. RESULTS During the trial, there were 46,245 admissions to 16 medical and eight surgical wards. As many people were admitted more than once, this represented 31,411 individual patients. Patient characteristics and length of stay were similar for the intervention and control wards. Use of the 6-PACK program components was higher in intervention rooms than in control rooms (incidence rate ratio 3.05, 95% confidence interval 2.14 to 4.34""; P< In total, 1831 falls and 613 fall injuries occurred, and the rates of falls (incidence rate ratio 1.04, 0.78 to 1.37; P = 0.796) and fall injuries (0.96 , 0.72 to 1.27; ""P = 0.766) were similar in the intervention and control rooms. CONCLUSIONS Positive changes in fall prevention practice occurred after the introduction of the 6-PACK program. However, no differences in falls or fall injuries were observed between the groups. High-quality evidence showing the effectiveness of falls prevention interventions in acute care settings remains lacking. New solutions to the problem of in-hospital falls are urgently needed. TRIALS REGISTRY Australia and New Zealand Clinical Trials Registry ACTRN12611000332921.",0,0,
19,"before-after study using OncoDoc, a guideline-based decision support system for breast cancer treatment: impact on physician prescribing behavior","Guideline-based decision support systems have been developed to influence physicians' prescribing behavior, but have not yet been shown to increase physicians' compliance with routine best practice. OncoDoc is a non-automated system that allows flexibility in interpreting guidelines for the best patient-specific recommendations at the point of care. OncoDoc applies to the management of breast cancer. We have piloted the system at the Institut Gustave Roussy with a before-and-after study in which treatment decisions for breast cancer patients were measured before and after using the system to assess its impact on doctors' prescribing behavior. . After 4 months, 127 decisions were recorded. Physician compliance with OncoDoc improved significantly (p < 10(-4) ) to 85.03% after using the system. The comparison of the initial and final decisions showed that the doctors modified their prescription in 31% of the cases. The accrual rate of clinical trials increased by 50%, although not statistically significant because it is estimated in small numbers.",0,1,
20,vision of poverty from behavioral economics,"Standard poverty theory falls into two camps. Behaviors of the economically disadvantaged are considered by social scientists to be calculated adaptations to prevailing circumstances or to emanate from a unique ""culture of poverty"" riddled with deviant values. The first field assumes that people are highly rational, that they hold coherent and justified beliefs, and that they pursue their goals effectively, without error, and without needing help. The second camp attributes to the poor a variety of psychological and attitudinal deficiencies that make their views often wrong and their choices fallible, leaving them in need of paternalistic guidance. We propose a third vision. We argue that the behavioral patterns of the poor may not be perfectly calculating or especially deviant. Rather, the poor may exhibit the same basic weaknesses and biases as people in other walks of life, except that in poverty, with its narrow margins of error, the same behaviors are often more pronounced and can lead to to worse results. In what follows, we illustrate the kinds of insights that can be gained from a more behaviorally realistic analysis of the economic conditions of the poor, and propose that alternative policies",0,0,
21,behaviorally effective model for the training of general health professionals by a rheumatology team,"This project evaluated a model for in-service arthritis education based in part on the principles of applied behavior analysis. Thirty-seven public health nurses (PHNs) from 10 rural Midwestern counties received instruction in the detection and management of patients with arthritis"";"" a random half of the counties also received medical and public information interventions designed to increase arthritis referrals to community physicians in specific circumstances. In clinical interviews with PHN patients, modest but significant increases in 14 of 16 target behaviors attributable to in-service education were observed. Because the measured impact of arthritis was low in this older adult population, physician referral rates were not affected by either intervention. This model illustrates generalizable behavior modification guidelines that are useful adjuncts to traditional procedures for the development of professional arthritis education.",0,0,
22,"case of osteomalacia, osteoporosis and hypercalcaemia",,0,0,
23,A case of sarcoidosis with cryptococcal meningitis demonstrated at the Royal Postgraduate Medical School,A fatal case is described in a 30-year-old army officer who had served abroad.,0,0,
24,"A case report evaluating a large-scale health systems improvement project in an uncontrolled environment: a quality improvement initiative in KwaZulu-Natal, South Africa","Objective New approaches are needed to assess quality improvement (QI) within large-scale public health efforts. This case report details the challenges to large-scale CI evaluation and proposes solutions that are based on an adaptive study design. Study design We used two sequential evaluation methods to study a QI effort to improve the delivery of HIV preventive care in public health facilities in three districts of KwaZulu-Natal, South Africa, over a 3-year period. We initially used a cluster randomized controlled trial (RCT) design. Main findings During the study period of the RCT, tensions arose between intervention implementation and evaluation design due to loss of integrity of the randomisation unit over time, pressure to implement changes in the randomisation unit and the use of administrative rather than functional structures for randomisation. In response to this loss of design integrity, we switched to a more flexible intervention design and mixed-methods quasi-experimental evaluation that relies on both qualitative and quantitative interrupted time-series analysis. Conclusions Cluster RCT designs may not be optimal for evaluating complex interventions to improve implementation in uncontrolled 'real world' settings. More flexible and context-sensitive evaluation designs offer a better balance of the need to adjust the intervention during evaluation to meet implementation challenges while providing the data needed to assess effectiveness. Our case study involved HIV care in a resource-limited setting, but these issues are likely to apply to complex improvement interventions in other settings.",0,0,
25,centralized cardiovascular risk service to improve adherence to guidelines in private primary care practices,"BACKGROUND: Many large health systems now employ clinical pharmacists in care teams to help patients and physicians with the management of cardiovascular (CV) disease. However, small private offices often lack the resources to hire a clinical pharmacist for their office. The purpose of this study is to assess whether a centralized, web-based CV risk service (HRQoL) managed by clinical pharmacists will improve guideline adherence in primary care physician offices in rural and small communities. METHODS: This study is a prospective randomized cluster trial in 12 primary care practices. Physician offices were randomly assigned to the HRQoL intervention or usual care. The intervention will have a duration of 12 months and all subjects will have research visits at the beginning and at 12 months. Primary outcomes will include adherence to treatment guidelines and control of key CV risk factors. Data will also be extracted from the clinical history at 30 months to determine if the effect of the intervention is maintained after stopping it. CONCLUSIONS: This study will recruit subjects through 2015 and results will be available in 2018. This study will provide insight into whether a centralized, remote CV risk service can improve guideline adherence in physician offices that lack the resources to employ clinical pharmacists.",0,1,
26,clinical decision support system for the prevention of venous thromboembolism: effect on medical behavior,"BACKGROUND: Computerized clinical decision support systems (CDSS) have been promoted for their potential to improve the quality of medical care. However, given the limited range of clinical settings in which they have been tested, such systems need to be rigorously evaluated before their widespread introduction into clinical practice. OBJECTIVE: To determine if the presentation of venous thromboembolism prophylaxis guidelines through a CDSS increases the proportion of appropriate clinical practice decisions. DESIGN: Time-series study conducted between December 1997 and July 1999. SETTING: Department of orthopedic surgery at a university hospital in Paris, France. PARTICIPANTS: A total of 1971 patients who underwent orthopedic surgery. INTERVENTION: A CDSS designed to provide immediate information related to the prevention of venous thromboembolism was integrated into daily medical practice among surgical patients during three 10-week intervention periods, alternated with four 10-week control periods, with a 4-week washout. weeks between each period. MAIN OUTCOME MEASURE: Proportion of appropriate prescriptions ordered for anticoagulation, according to pre-established clinical guidelines, during intervention versus control periods. RESULTS: Physicians complied with guidelines in 82.8% (95% confidence interval [CI], 77.6%-87.1%) of cases during the control periods and in 94.9% (95% CI, 92.5%-96.6%) of cases during the intervention periods. During each intervention period, prescription adequacy increased significantly (p < 0.001). Each time the CDSS was withdrawn, medical practice returned to that observed before the start of the intervention. The relative risk of inappropriate practice decisions during the control periods versus the intervention periods was 3.8 (95% CI, 2.7-5.4). CONCLUSIONS: In our study, the implementation of clinical guidelines for venous thromboembolism prophylaxis through a CDSS routinely used in an orthopedic surgery department and integrated into the hospital information system changed physician behavior and improved compliance. of the guides. JAMA. 2000"";""283:2816-2821",1,1,
27,clinical trial of a knowledge-based medical registry,"To meet the needs of primary care physicians caring for patients with HIV infection, we developed a knowledge-based medical record to enable the online patient record to play an active role in the care process. These programs integrate online patient registration, rules-based decision support, and full-text information retrieval into a clinical workstation for the practicing physician. To determine whether the use of a knowledge-based medical record was associated with faster and more complete adherence to practice guidelines and better quality of care, we conducted a controlled clinical trial among physicians and nurse practitioners who cared for 349 patients. infected with human immunodeficiency (HIV)"";"" 191 patients were treated by 65 doctors and nurses assigned to the intervention group, and 158 patients were treated by 61 doctors and nurses assigned to the control group. During the 18-month study period, the computer generated 303 alerts in the intervention group and 388 in the control group. Median physician response time to these alerts was 11 days in the intervention group and 52 days in the control group (PJJ0.0001, log-rank test). During the study, the computer generated 432 primary care reminders for the intervention group and 360 reminders for the control group. The median physician response time to these alerts was 114 days in the intervention group and more than 500 days in the control group (PJJ0.0001, log-rank test). Of the 191 patients in the intervention group, 67 (35%) had one or more hospitalizations, compared to 70 (44%) of the 158 patients in the control group (PJ=J0.04, Wilcoxon stratified for count initial CD4) . There was no difference in survival between the intervention and control groups (P = 0.18, log-rank test). We conclude that our clinical workstation significantly changed the behavior of clinicians in terms of their response to alerts about primary care interventions and that these interventions have led to fewer HIV-infected patients being admitted to hospital.",0,1,
28,clinically integrated postgraduate training program in evidence-based medicine versus 'no intervention' to improve disability assessments: a cluster randomized clinical trial,"BACKGROUND: Although several studies have shown that EBM teaching is effective in improving knowledge, there is currently no convincing evidence that EBM teaching also changes professional behavior in practice. Therefore, the primary objective of this study was to assess the effectiveness of a clinically integrated postgraduate training program in EBM in evidence-based disability assessment. METHODS AND RESULTS: In a cluster randomized controlled trial, fifty-four case-based learning groups consisting of 132 physicians and 1680 patients were randomly assigned to intervention or control groups. The intervention group was provided with a 5-day postgraduate clinically integrated training program in evidence-based medicine, consisting of homework (at home), peer teaching, interactive training in database searching, lectures, and brainstorming sessions. The control group received no training. The primary outcome was evidence-based disability assessment, as indicated by frequency of use of evidence of sufficient quality in disability assessment reports. There are no general behavioral outcome measures of EBM available. Therefore, we follow general guidelines to construct performance indicators and define an a priori cut-off point to determine sufficient quality as recommended for evaluating EB training. EBM-trained clinicians performed more evidence-based disability assessments compared with clinicians in the control group (difference in absolute proportion 9.7%, 95% CI 3.5 to 15.9). Differences in primary outcomes between groups remained significant after cluster-adjusted analysis and additional sensitivity analyzes that accounted for subject loss to follow-up. CONCLUSIONS: An EBM program successfully improved the use of evidence in a nonhospital medical specialty. Our findings support general recommendations to use multiple educational methods to change physician behavior. In addition, it seemed important that the professional context of the intervention was very supportive in that database searches, use and application of guidelines and other forms of evidence are considered standard practice and are encouraged by colleagues. and management.",0,0,
29,clinic-based mammography intervention targeting inner-city women.,"OBJECTIVE: The objective was to assess the effect of a clinic-based intervention program on the use of mammography by inner-city women. DESIGN: A randomized controlled trial using firm systems methodology was conducted. SETTING: The study setting was a general internal medicine clinic at a university-affiliated county hospital serving the Seattle metropolitan area. PARTICIPANTS: Women aged 50 to 74 years with at least one routine clinic appointment (when due for mammography) during the study period (n=314) were enrolled in the trial. INTERVENTIONS: The intervention program emphasized nursing involvement and included medical education, provider directions, use of audio-visual and print patient education materials, transportation assistance in the form of bus passes, pre-appointment telephone or postcard reminders and rescheduling assistance. Women in the control company received usual care. MEASUREMENTS AND MAIN RESULTS: Completion of mammography within 8 weeks of clinic visits was significantly higher among operated women (49%) than firm control women (22%) (p < 0.001). These effects persisted after adjustment for potential confounders of age, race, health insurance coverage, and previous experience with mammography in the hospital (odds ratio 3.5: 95% confidence interval 1.9, 6.5). The effect of the intervention was modified by the type of insurance coverage, as well as by history of previous mammograms. The process evaluation indicated that bus passes and rescheduling efforts did not contribute to the observed increases in participation in controls. CONCLUSIONS: A clinic-based program that incorporates physician education, provider directions, patient education materials, and appointment reminders and that emphasizes nursing involvement may facilitate breast cancer screening adherence among women. From the center of the city.",0,1,
30,cluster randomized controlled trial of the clinical and economic efficacy of a 'whole systems' model of self-management support for the management of long-term illness in primary care: trial protocol,"Background Patients with long-term conditions are increasingly the focus of quality improvement activities in health services to reduce the impact of these conditions on quality of life and to reduce the burden on care utilization. . There is significant interest in the potential of self-management support to improve health and reduce utilization in these patient populations, but there is little consensus on the optimal model that would best provide such support. We describe the implementation and evaluation of self-care support through an evidence-based ""whole systems"" model that includes patient support, training of primary care teams, and service reorganization, all integrated into the routine provision within primary care. Methods The evaluation involves a large-scale, multi-site study of the implementation, effectiveness, and cost-effectiveness of this self-management support model using a cluster randomized controlled trial in patients with three long-term conditions of diabetes, chronic obstructive lung disease (COPD) and irritable bowel syndrome (IBS). Outcome measures include healthcare utilization and quality of life. We describe the methods of the cluster randomized trial. Discussion If the 'whole systems' model proves to be effective and cost-effective, it will provide decision-makers with a model for the delivery of self-management support for populations with long-term conditions that can be widely implemented to maximize 'reach' through of the broader patient population.",0,0,
