record_id,title,abstract,keywords,authors,year,date,doi,label_included
11,Development of the highly pathogenic avian influenza H5: sequence data indicate stepwise changes of the cleavage site,"The genetic composition of an H5-subtype hemagglutinin gene quasispecies recovered from ostrich tissues infected with the H5-subtype influenza virus was analyzed using a next-generation sequencing approach. The first evidence for repeated copying of a stretch of poly(U) in the connecting peptide region in the hemagglutinin cleavage site (HACS) by viral RNA-dependent RNA polymerase (RdRp) is provided. Several mismatched RNA species were detected in the infected host, corresponding to probable intermediate sequences between the putative low pathogenic precursor nucleotide sequence of the H5 influenza strain and the highly pathogenic gene sequence of the avian influenza virus. In silico analyzes of the identified RNA sequences predicted that the intermediate H5 sequence PQREKRGLF plays an important role in subsequent mutational events that relocate the HACS coding region from stable base pair RNA regions to a single-stranded bulge and thereby the connecting Prepare peptide coding region for RdRP hatching.",,"Abolnik, C.",2017.0,,10.1007/s00705-017-3337-x,0
12,Outbreaks of H6N2 avian influenza viruses in chickens resulted from a reassortment of ostrich viruses H6N8 and H9N2,"The first recorded outbreak of avian influenza (AI) in South African chickens (H6N2 with low pathogenicity) occurred in June 2002 in Camperdown, KwaZulu/Province of Natal (KZN). To determine the source of the outbreak, we defined the phylogenetic relationships between different H6N2 isolates and the previously unpublished gene sequences of an H6N8 virus isolated from ostriches in the Leeu Gamka region in 1998 (A/Ostrich/South Africa/KK98/98 ). We have shown that two distinct H6N2 genetic lineages (sublineages I and II) circulated in the Camperdown area, which later spread to other regions. Sublineages I and II shared a recent H6N2 common ancestor, resulting from a resorting event between two South African ostrich isolates A/Ostrich/South Africa/9508103/95 and (H9N2) A/Ostrich/South Africa/KK98/98 (H6N8). In addition, H6N2 sublineage I viruses displayed several molecular genetic markers, including a 22 amino acid stalk deletion in the neuraminidase (NA) protein gene, predicted increased N-glycosylation, and a D144 mutation of the HA protein gene associated with the Adaptation of AI viruses to chickens. The H6N2 NS1 and PB1 genes recently shared common ancestors with those of contemporary Asian HPAI H5N1 viruses. Our results suggest that ostriches are potential mixing vessels for strains of avian influenza virus (AIV) outbreaks and support other reports that H6 viruses are able to establish stable lineages in chickens. © 2006 Springer Science+Business Media, LLC.",,"Abolnik, C.;Bisschop, S.;Gerdes, T.;Olivier, A.;Horner, R.",2007.0,,10.1007/s11262-006-0007-6,0
13,Phylogenetic analyzes of low pathogenicity H6N2 avian influenza viruses from chicken outbreaks (2001-2005) indicate that they are reassortants of the historic low pathogenicity avian influenza viruses H9N2 and H6N8 from ostriches,"Low pathogenicity (LPAI) and high pathogenicity (HPAI) avian influenza viruses are regularly isolated from South African ostriches, but in 2002 the first documented outbreak of LPAI (H6N2) in South African chickens on commercial farms in the Camperdown area of KwaZulu /Natal occurred ( KZN) province. A sequence analysis of all eight genes was performed and a phylogenetic analysis was performed based on the hemagglutinin and neuraminidasc sequences. Results of phylogenetic analysis indicated that the chicken H6N2 viruses most likely arose from a reassortment between two South African LPAI ostrich isolates: an H9N2 virus isolated in 1995 and an H6N8 virus isolated in 1998 of recent common ancestor. One of these sub-lines was limited to the province of KZN. The neuraminidase gene contained a 22 amino acid deletion in the NA stalk region implicated in adaptation to growth in chickens, while the other group, although lacking the NA stalk deletion, referred to commercial Farms spread to other provinces. The persistence of certain H6N2 types in some regions for at least 2 years supports reports from Asia and southern California suggesting that H6N2 viruses can form stable lineages in chickens. It is likely that the ostrich H6N8 and H9N2 precursors to the chicken H6N2 viruses were introduced into ostriches from wild birds. Ostriches, in which AI infections are often subclinical, can serve as mixing vessels for LPAI strains that occasionally spread to other poultry.",,"Abolnik, C.;Bisschop, S. P. R.;Gerdes, G. H.;Olivier, A. J.;Horner, R. F.",2007.0,,,0
14,Complete genomic sequence of an African avian Paramyxovirus type 4 strain isolated from a wild duck,"random amplification/deep sequencing approach was used to determine the complete genome sequence of an avian paramyxovirus type 4 (APMV-4) strain isolated in 2010 from a wild duck in South Africa. This sequence represents the fourth complete genome of APMV-4 in public sequence databases and the first for the African continent. A total of 87,402,081 paired-end reads were received from Illumina, of which 47,338,867 (54.16%) mapped to reference genome EU877976. The entire genomic sequence of 15,054 nt, including the intact termini, was recovered with high redundancy (coverage per base: average = 198,861.06, minimum = 52, and maximum = 1,790,889). Pairwise comparison of complete genomic nucleotide sequences showed that APMV-4/Egyptian goose/South Africa/N1468/10 had 97.3% sequence identity with APMV-4/KR/YJ/06 and 96.4% sequence identity with APMV-4/Mallard duck/Belgium shared /15129/07 and 90.8% nucleotide sequence identity with APMV-4/duck/HK/D3/75. Genomic features were consistent with previously sequenced viruses, including predicted open reading frames for the NP, P, F, and L genes, but variations in the coding regions for the M and HN genes were identified. The sequencing approach chosen in this study was able to successfully indicate quasi-species in the viral inventory.",,"Abolnik, C.;de Castro, M.;Rees, J.",2012.0,Dec,,0
15,Characterization of Pigeon Paramyxoviruses (Newcastle Disease Virus) isolated from 2001 to 2006 in South Africa,"Pigeon paramyxovirus type 1 (PPMV-1), a variant of the Newcastle disease virus that mainly affects pigeons and pigeons, has been isolated in South Africa since the mid-1980s. Phylogenetic evidence suggests that pigeon paramyxovirus type 1 viruses have been introduced into South Africa multiple times based on the presence of two separate lineages, 4bi and 4bii, which have been circulating in Europe and the Far East since the early 1990s. In 2006, a PPMV-1 virus was isolated from an African ground hornbill (Bucorvus leadbeateri) that became acutely infected with PPMV-1 and died, probably after ingesting infected pigeon carcasses on a closely related PPMV-1 strain in the region was also isolated from pigeons collected nearby. The hornbill isolate had ICPI and MDT values characteristic of PPMV-1 strains. The threat of PPMV-1 to poultry production and biodiversity in southern Africa underscores the importance of monitoring the spread of this strain.",,"Abolnik, C.;Gerdes, G. H.;Kitching, J.;Swanepoel, S.;Romito, M.;Bisschop, S. P. R.",2008.0,,,0
16,Characterization of a highly pathogenic H5N2 subtype influenza A virus isolated from ostriches in South Africa in 2004,"Objectives: The strain HPAI H5N2 that caused an outbreak in ostriches in Eastern Cape Province, South Africa in 2004 was characterized. Design: Hemagglutination inhibition (HI) and agar gel immunodiffusion (AGID) were performed on sera from ostrich farms in the outbreak region, and intravenous pathogenicity testing (IVPI), reverse transcriptase polymerase chain reaction (RT-PCR), nucleic acid on the isolated during the outbreak HPAI-H5N2 virus sequencing and phylogenetic comparisons were performed. Results: The deduced amino acid sequence at the HA0 cleavage site determined by RT-PCR and nucleotide sequencing was PQREKRRKKRGLF and thus the virus fell under the definition of a highly pathogenic virus but was isolated in a chicken IVPI test for the virus isolated from the index case and a value of 0.63 was measured, which is below the criterion for highly pathogenic viruses in this in vivo test. After another passage in fertilized eggs, a second IVPI was performed and an increased value of 1.19 was obtained. Cloacal swabs were taken from the initial IVPI birds, inoculated into incubated chicken eggs, and a third IVPI was then performed on the resulting hemagglutinating infectious allantoic fluid. An index of 2.73 was recorded. Conclusions: HI test appears to be the more sensitive test compared to AGID when testing sera for antibodies to avian influenza. An ostrich-derived virus with a virulent HA0 site was initially non-virulent in chickens, but virulence increased after passage in the latter. Phylogenetic analyzes showed the link between AI viruses transmitted by wild ducks and those infecting ostriches. © 2009 Blackwell Publishing Ltd.",,"Abolnik, C.;Londt, B. Z.;Manvell, R. J.;Shell, W.;Banks, J.;Gerdes, G. H.;Akol, G.;Brown, I. H.",2009.0,,10.1111/j.1750-2659.2009.00074.x,0
17,Complete genome sequence of a velogenic Newcastle disease virus isolated in Mexico,"Cases of the highly virulent Newcastle disease virus are increasing in Mexico. In 2005, an outbreak of Newcastle disease occurred on a laying hen farm in Puebla state, despite vaccination with the LaSota strain. Farmers experienced a significant drop in egg production as a result of a field challenge virus. In this study, we characterize the virus responsible for the outbreak, APMV1/Chicken/Mexico/P05/2005. The virus is categorized as a velogenetic virus with an intracranial pathogenicity index of 1.99 and a mean time of death of chick embryos of 36 hours. The full genome length of the virus was sequenced at 15,192 bp. In addition, phylogenetic analysis classified the virus as a member of class II, genotype V. The highly pathogenic nature of the virus has been linked to the amino acid sequence at the fusion protein cleavage site, which contains several basic amino acids (RRQKR; F). © Springer Science+Business Media, LLC 2012.",,"AbsalÃ³n, A. E.;Mariano-MatÃ­as, A.;VÃ¡squez-MÃ¡rquez, A.;Morales-GarzÃ³n, A.;CortÃ©s-Espinosa, D. V.;Ortega-GarcÃ­a, R.;Lucio-Decanini, E.",2012.0,,10.1007/s11262-012-0782-1,0
18,Avian Influenza: Global Assessment of a Potential 21st Century Pandemic,"The emergence of highly pathogenic avian influenza (HPAI) of Asian descent and subsequent spread to other parts of the world, as well as the continued spread of the Eurasian-African H5N1 epidemic to domestic, wild and human birds, has attracted unprecedented attention and threat in recent times from a potential pandemic about the bird-human connection. Historically, from 1878 to 1955, avian plaque was described in many countries in Europe, Asia, North and South America, and Africa as an avian disease with high mortality, and the etiology was proven to be a filterable virus. In the 1930s to 1950s, avian plaque disappeared as an endemic disease in most parts of the world. In 1949 the first report of a low virulence disease in chickens caused by the LPAI virus was reported. In 1955, the etiology of fowl plaque was determined to be influenza A virus, which was subsequently identified as the H7 subtype. In 1959, an ""avian plaque-like"" outbreak was described in chickens, the first report of avian plaque caused by a non-H7 AI virus, ie the first avian plaque outbreak caused by the H5 subtype of AI virus. In 1961, the first wild bird infections and fatalities in South Africa's common terns were reported. In 1966 and 1971, the first H5 and H7 LPAI viruses were identified; Prior to this period, only HPAI viruses had subtypes H5 and H7. In 1970, the serological AGID test was introduced, which allowed easy and rapid identification of AI virus-infected poultry flocks. In 1972 there was the first isolation of LPAI viruses from asymptomatic wild birds: ducks in the United States and shorebirds in Australia. In 1981, the term ""highly pathogenic avian influenza"" was accepted as the standard nomenclature for avian plaque and related synonyms. In 1983, LPAI virus was observed to mutate to HPAI virus during the LPAI field outbreak, and specific genomic changes were identified in the proteolytic cleavage site of hemagglutinin responsible for the virulence change. In the late 1980s and early 1990s, molecular criteria were added to the definition for classifying an AI virus as HPAI. 2002 saw the first reported infections and deaths in a variety of wild bird species by AI virus H5N1 HPAI virus. The main objective of this review is to highlight the global situation of HPAI and provide baseline information to show the potential pandemic nature of the virus so that control and prevention strategies can be improved.",,"Abubakar, M. B.;Aini, I.;Omar, A. R.;Hair Bejo, M.",2009.0,,,0
19,Phylogenetic and molecular characterization of the coronavirus affecting bovine and avian species in Cuba,"Avian infectious bronchitis virus (IBV) and bovine coronavirus (BCoV) are pathogens of veterinary importance affecting birds and cattle in Cuba; however, the molecular properties and genetic diversity of these viruses are unknown. This study aimed to determine the molecular properties and genetic diversity of both agents based on the spike S gene. Molecular analysis was performed on field strains of BCoV collected between 2009 and 2011, and phylogenetic studies were performed using partial or full S gene sequences as phylogenetic markers. Studies on phylogenetic inference in the S1 region of recent isolates of IBV were also performed. All Cuban bovine coronavirus sequences were in a single cluster, supported by 100% bootstrap and 1.00 posterior probability values. The Cuban BCoV sequences were also clustered with the USA BCoV strains corresponding to GenBank accession numbers EF424621 and EF424623, suggesting a common origin for these viruses. This phylogenetic cluster was also the only group of sequences in which no recombination events were detected. Of the 45 amino acid changes found in the Cuban strains, four were unique. On the other hand, two putative genotypes were found in the herds examined that were genetically distinct from the H120 strain of the Massachusetts genotype used in the Cuban vaccination program. In addition, a potentially nephropathogenic IBV isolate was found for the first time in Cuba. This research received the 2012 prize from the Cuban National Academy of Sciences. © Biotecnologia Aplicada 2013.",,"Acevedo, A. M.;MartÃ­nez, N.;BrandÃ£o, P.;Perera, C. L.;FrÃ­as, M. T.;Barrera, M.;PÃ©rez, L. J.",2013.0,,,0
20,Viromic analysis of wastewater input into a river basin reveals a diverse accumulation of RNA viruses,"The detection of viruses in the environment depends heavily on PCR-based approaches that require reference sequences for primer design. While this strategy can accurately detect known viruses, it does not find new genotypes or emerging and invasive virus species. In this study we investigated the use of viromics, ie high-throughput sequencing of the viral fraction of the biosphere, for the detection of human/animal pathogenic RNA viruses in the Conwy river basin in Wales, UK. Using a combination of filtration and nuclease treatment, we extracted the viral fraction from wastewater and estuary water and sediment, followed by high-throughput RNA sequencing (RNA-Seq) analysis on the Illumina HiSeq platform to discover RNA viral genomes. We found a higher abundance of RNA viruses in wastewater samples than in river water and sediments, and we assembled a complete genome of norovirus genotype GI.2 from wastewater wastewater not simultaneously detected by conventional reverse transcription-quantitative PCR (qRT-PCR). became. . The co-presence of different rotavirus signatures in the effluent indicated the potential for zoonotic infections in the region and suggested effluents from pig farms as a possible origin of these viruses. Our results demonstrate that viromics can be an important tool in detecting pathogenic viruses in the environment and can be used to inform and optimize reference-based detection methods, provided that appropriate and rigorous controls are included. <b>IMPORTANT</b> Enteric viruses cause gastrointestinal diseases and are often transmitted fecal-orally. When wastewater is discharged into river systems, these viruses can contaminate the environment. Our results show that we can use viromics to find the range of potentially pathogenic viruses present in the environment and identify predominant genotypes. The ultimate goal is to trace the fate of these pathogenic viruses from origin to the point where they pose a threat to human health and inform reference-based detection methods and water quality management.",,"Adriaenssens, E. M.;Farkas, K.;Harrison, C.;Jones, D. L.;Allison, H. E.;McCarthy, A. J.",2018.0,May-Jun,,0
21,Prevalence of porcine parvoviruses in some South African pig herds with a background of porcine circovirus type 2 infection,"Classical porcine parvovirus is an important causative agent of reproductive disorders in swine with a confirmed history of global distribution. However, detection of many novel porcine parvoviruses has increased in recent years, but there is a lack of information on the occurrence and prevalence of these viruses in South Africa. Molecular detection of some known parvoviruses, namely porcine parvoviruses (PPVs)-1, 2, 3 and 4, porcine bocavirus-like virus (PBo-likeV) and porcine bocaviruses (PBoV1/2), was archived on 110 randomly selected individuals Pigs conducted samples collected in 2015 and 2016. Samples were drawn from previously screened and confirmed porcine circovirus type 2 (PCV2) infected farms, with farm-level incidence ranging from 5.6 to 60%. The results showed that all parvoviruses screened were present as follows: PPV1 (29.1%), PPV2 (21.8%), PPV3 (5.5%), PPV4 (43.6%), PBo-likeV (21 .8%) and PBoV1/2 (44.6%). The frequency of double infections of the viruses was even 18.2% for PPV2/PPV4 and PPV4/PBoVs; while 17.3% and 7.3% of the samples screened showed multiple infections with the three and four viruses, respectively. Further phylogenetic analysis of partial PPV1, 2 and PBoV1/2 sequences revealed two major clades for each of the viruses. This study reports the first epidemiological investigation and molecular characterization of classical and emerging porcine parvoviruses in South African swine herds. It also provides insight into the diversity and distribution of these viral pathogens within the herds of the study area and confirms their potential for co-infection with PCV2.",,"Afolabi, K. O.;Iweriebor, B. C.;Obi, L. C.;Okoh, A. I.",2019.0,,10.1016/j.actatropica.2018.10.010,0
22,Biological characterization and next-generation genome sequencing of the unclassified Cotia virus SPAn232 (Poxviridae),"The Cotia virus (COTV) SPAn232 was isolated in 1961 from sentinel mice at the Cotia field station in São Paulo, Brazil. Attempts to classify COTV within a recognized genus of Poxviridae have yielded conflicting results. Studies by various investigators suggested some similarity to myxomavirus and swinepox virus, while another study characterized COTV SPAn232 as a vaccinia virus strain. Due to the lack of consensus, we performed an independent biological and molecular characterization of COTV. Virus growth curves reached maximum yields at approximately 24-48 h and were accompanied by viral DNA replication and a characteristic early/late pattern of viral protein synthesis. Interestingly, COTV did not induce detectable cytopathic effects in BSC-40 cells up to 4 days post-infection and only generated viral plaques after 8 days. We determined the complete genomic sequence of COTV using a combination of next-generation 454 and Illumina DNA sequencing technologies. A unique contiguous sequence of 185,139 bp containing 185 genes, including the 90 genes conserved in all chordopoxviruses, was obtained. COTV has an interesting panel of open reading frames (ORFs) associated with host defense evasion, including two novel genes encoding CC chemokine-like proteins, each present in double copy. Phylogenetic analysis revealed the highest values for amino acid identity with cervidpoxvirus, capripoxvirus, suipoxvirus, leporipoxvirus, and yatapoxvirus. However, COTV was grouped within this clade as a distinct branch, which clearly precluded its classification as an orthopoxvirus. Therefore, our data suggest that COTV may represent a new genus of smallpoxviruses. © 2012, American Society for Microbiology.",,"Afonso, P. P.;Silva, P. M.;Schnellrath, L. C.;Jesus, D. M.;Hu, J.;Yang, Y.;Renne, R.;Attias, M.;Condit, R. C.;MoussatchÃ©, N.;Damaso, C. R.",2012.0,,10.1128/jvi.07162-11,0
23,"Lumpy skin disease outbreaks in Greece in 2015-16, implementation of emergency vaccination and genetic differentiation between field isolates and vaccine virus strains","The aim of this study is to present epizootiological data from the lumpy skin disease (LSD) outbreaks in Greece in 2015–16, following the introduction of emergency vaccination and total eradication, together with laboratory data on genetic differentiation between field isolates and live attenuated vaccine virus strains. A descriptive geographic chronology analysis was performed to show the progressive westward shift of outbreaks and concomitant absence of further outbreaks in previously affected regional units where high vaccination coverage was achieved. The isolation and molecular characterization of LSDV from the first recorded case in Greece (Evros/GR/15 isolate) was performed. The two live attenuated LSD vaccine viruses currently used for emergency immunization in Greece have been sequenced and linked to the Evros/GR/15 isolate in 3 genomic regions (GPCR gene, RPO30 gene and partial LSDV126/LSDV127 genes). compared. Sequence comparisons showed clear differences between the Evros/GR/15 isolate and the vaccine strains. Phylogenetic analysis resulted in the placement of the Evros/GR/15 isolate in the same clade with all field LSDV isolates, while grouping vaccine strains into a distinct cluster within the LSDV clade. Additional samples from animals with skin nodules (N=13) were characterized by sequencing in the 3 genomic regions mentioned above. Among them, the attenuated vaccine virus was identified in 5 vaccinated animals. A PCR-RFLP method targeting the LSDV127 gene was developed and proved to be able to discriminate between the characterized field and vaccine strains. The results of the present study support the importance of timely and intensive vaccination for the control of LSDV diseases and the genetic differences between the Evros/GR/15 isolate and the vaccine strains. This forms the basis for the development of PCR-based DIVA assays, which would be of great importance for effective disease surveillance and control during LSD vaccination campaigns.",,"Agianniotaki, E. I.;Tasioudi, K. E.;Chaintoutis, S. C.;Iliadou, P.;Mangana-Vougiouka, O.;Kirtzalidou, A.;Alexandropoulos, T.;Sachpatzidis, A.;Plevraki, E.;Dovas, C. I.;Chondrokouki, E.",2017.0,,10.1016/j.vetmic.2016.12.037,0
