record_id,pubmedID,title,keywords,authors,abstract,label_abstract_screening,label_included
11,10053176,Effects of calcium channel blockade in older patients with diabetes and systolic hypertension. Systolic hypertension in Europe Trial investigators.,,"Tuomilehto, J; Rastenyte, D; BirkenhÃ¤ger, W H; Thijs, L; Antikainen, R; Bulpitt, C J; Fletcher, A E; Forette, F; Goldhaber, A; Palatini, P; Sarti, C; Fagard, R","Recent reports suggest that calcium channel blockers may be harmful in patients with diabetes and hypertension. We previously reported that antihypertensive treatment with the calcium channel blocker nitrendipine reduced the risk of cardiovascular events. In this post hoc analysis, we compared the outcome of nitrendipine treatment in diabetic and non-diabetic patients; After stratification by center, gender, and presence or absence of prior cardiovascular complications, 4,695 patients (age, ≥ 60 years) with systolic blood pressure 160 to 219 mm Hg and diastolic blood pressure less than 95 mm Hg were randomly assigned to receive active treatment or placebo. Active treatment consisted of nitrendipine (10 to 40 mg per day) with the possible addition or substitution of enalapril (5 to 20 mg per day) or hydrochlorothiazide (12.5 to 25 mg per day), or both, titrated to lower blood pressure. systolic blood pressure at least 20 mm Hg and less than 150 mm Hg. In the control group, the corresponding placebo tablets were similarly administered; At the time of randomization, 492 patients (10.5 percent) had diabetes. After a median follow-up of two years, systolic and diastolic blood pressures in the placebo and active treatment groups differed by 8.6 and 3.9 mm Hg, respectively, between diabetic patients. Among the 4,203 patients without diabetes, systolic and diastolic pressures differed by 10.3 and 4.5 mm Hg, respectively, in the two groups. After adjusting for potential confounders, active treatment was found to reduce overall mortality by 55% (from 45.1 deaths per 1,000 patients to 26.4 deaths per 1,000 patients), cardiovascular disease mortality in 76%, all cardiovascular events combined 69%, mortality and non-fatal stroke 73%, and all cardiac events combined 63% in the group of patients with diabetes. Among nondiabetic patients, active treatment decreased all cardiovascular events combined by 26 percent and fatal and nonfatal strokes by 38 percent. In the group of patients who received active treatment, the reductions in overall mortality, cardiovascular disease mortality, and all cardiovascular events were significantly greater among diabetic patients than among nondiabetic patients (P = 0.04, P = 0 .02 and P = 0.01, respectively). ).; Nitrendipine-based antihypertensive therapy is particularly beneficial in older patients with diabetes and isolated systolic hypertension. Therefore, our findings do not support the hypothesis that the use of long-acting calcium channel blockers may be harmful in diabetic patients.",0,0
12,10063787,Low-dose combination therapy as first-line hypertension treatment for blacks and non-blacks.,,"Prisant, L M; Neutel, J M; Ferdinand, K; Papademetriou, V; DeQuattro, V; Hall, W D; Weir, M R","To assess the efficacy and safety of bisoprolol/hydrochlorothiazide (HCTZ) 6.25 mg, amlodipine, and enalapril in black and non-black patients, data from two comparative studies were combined and subgroup analyzes performed. Both studies had similar designs and included all three active treatments. The second study also included a placebo group. Subjects (n = 541) with a sitting diastolic blood pressure of 95-114 mmHg were titrated to achieve a diastolic blood pressure < or = 90 mmHg. The studies included 114 blacks and 427 non-blacks. The results of an intention-to-treat analysis of mean change from baseline after 12 weeks of treatment showed the following: 1) all three active drugs significantly lowered blood pressure compared to baseline or placebo; 2) in blacks, bisoprolol/hydrochlorothiazide 6.25 mg resulted in significantly greater reductions in systolic and diastolic blood pressure than enalapril or placebo, but was not significantly different from amlodipine; 3) in non-blacks, bisoprolol/HCTZ 6.25 mg resulted in a significantly greater reduction in diastolic blood pressure than amlodipine, enalapril, or placebo. The placebo-corrected change in blood pressure was greater for blacks than for whites with the bisoprolol/6.25 mg HCTZ combination, but this was not statistically significant. Bisoprolol/HCTZ 6.25 mg controlled diastolic blood pressure to < or = 90 mmHg in significantly more patients than enalapril or placebo in blacks and non-blacks. The difference in control rates was not significant versus amlodipine. The incidence of drug-related adverse events was similar between treatments; however, bisoprolol/HCTZ 6.25 mg had a lower discontinuation rate due to lack of blood pressure control or adverse experiences in both blacks and non-blacks.",0,0
13,10066961,Linear IgA bullous dermatosis in a patient with acute lymphocytic leukemia: possible involvement of granulocyte colony-stimulating factor.,,"Kano, Y; Kokaji, T; Shiohara, T","We describe a case of linear IgA bullous dermatosis (LABD) in a patient with acute lymphocytic leukemia during treatment with granulocyte colony-stimulating factor (G-CSF). After a drug eruption due to imipenem cilastatin sodium disappeared, blistering lesions appeared on the trunk. The results of histopathological and direct immunofluorescence studies of the lesion were consistent with LABD. However, replacement of G-CSF after resolution did not reproduce the bullous eruptions. This suggests that, in addition to G-CSF, the presence of precipitating factors that can synergistically enhance or accelerate the outbreak of the disease is required for the development of bullous lesions. Several cytokines, such as interleukin-2 (IL-2) and interferon-gamma (IFN-gamma), produced endogenously from activated lymphocytes during drug eruption, might have provided a favorable environment for the development of LABD induced by G-CSF. We suggest that patients with LABD will need special attention regarding the type of cytokines or combination of cytokines administered as therapeutic modalities.",0,0
14,10067800,"Efficacy and safety of telmisartan, a selective AT1 receptor antagonist, compared with enalapril in elderly patients with primary hypertension. TEES study group.",,"Karlberg, B E; Lins, L E; Hermansson, K","To assess the antihypertensive efficacy and safety of the new AT1 receptor antagonist telmisartan compared with enalapril in elderly patients with mild to moderate hypertension; A 26-week, multicenter, double-blind, parallel-group, dose-titration study.; A total of 278 patients aged > or = 65 years were randomized to receive telmisartan or enalapril once daily. The dose of telmisartan was increased from 20 to 40-80 mg and that of enalapril from 5 to 10-20 mg at 4-week intervals until supine diastolic blood pressure was <90 mmHg. After 12 weeks, hydrochlorothiazide 12.5-25 mg once daily was added to the treatment regimen for those patients who were not controlled on monotherapy; Both treatments reduced blood pressure comparably and clinically significantly. Adjusted mean changes from baseline in supine diastolic blood pressure at trough were -12.8 mmHg for telmisartan and -11.4 mmHg for enalapril (P = 0.074). Mean changes in supine systolic blood pressure were -22.1 mmHg for telmisartan and -20.1 mmHg for enalapril (P = 0.350). Overall, 63% and 62% of patients responded to telmisartan and enalapril, respectively, with supine diastolic blood pressure <90 mmHg. Both regimens provided effective blood pressure reduction over the 24-h dosing interval, as determined by ambulatory blood pressure monitoring. Both regimens were well tolerated; however, patients receiving the enalapril regimen had more than twice the incidence of treatment-related cough compared to those receiving the telmisartan regimen (16% vs. 6.5%); These results demonstrate that telmisartan is well tolerated and is at least as effective as enalapril in the treatment of elderly patients with mild to moderate hypertension.",0,0
15,10069777,Meeting highlights. Highlights of the 20th Congress of the European Society of Cardiology.,,"Ferguson, J J",,0,0
16,10072218,Acute anti-ischemic effects of perindoprilat in men with coronary artery disease and its relationship to left ventricular function.,,"Bartels, G L; van den Heuvel, F M; van Veldhuisen, D J; van der Ent, M; Remme, W J","Long-term angiotensin-converting enzyme (ACE) inhibition may reduce ischemic events in patients with coronary artery disease, but it is unknown whether it protects against acute ischemia or the effects of pre-existing left ventricular (LV) dysfunction. on possible anti-ischemic properties. We conducted a double-blind trial in 25 patients with exercise-induced ischemia. The effects of perindoprilat on pacemaker-induced myocardial ischemia were examined. Fourteen patients received perindoprilat and 11 patients received placebo. Based on LV function, 2 subgroups were formed in the perindoprilat group: 7 patients with LV dysfunction (LV ejection fraction <0.40) and 7 patients with normal LV function. After receiving study medication, the stimulation test was repeated. During the first pacemaker test both groups developed ischemia. After perindoprilat administration, the increase in systemic vascular resistance and LV end-diastolic pressure were significantly attenuated (p < 0.05). In addition, perindoprilat inhibited the ischemia-induced increase in arterial and cardiac norepinephrine uptake, and the increase in atrial natriuretic peptide was less pronounced; furthermore, ST-segment depression was reduced by 32% compared to placebo (all p < 0.05). In the group with LV dysfunction, perindoprilat significantly reduced LV end-diastolic pressure by 67% and prevented myocardial lactate production, but this was not the case in the group with normal LV function. Furthermore, the increase in arterial norepinephrine was reduced by 74% and 33%, respectively (p < 0.05). These results indicate that perindoprilat reduced pacemaker-induced acute ischemia in normotensive patients. In patients with (asymptomatic) LV dysfunction, these effects were more pronounced than in patients with normal LV function.",0,0
17,10073748,Cough and Angiotensin II Receptor Antagonists: Cause or Confusion?,,"Mackay, F J; Pearce, G L; Mann, R D","Cough is one of the most common side effects associated with angiotensin converting enzyme (ACE) inhibitors, but is not believed to be associated with losartan, an angiotensin II receptor antagonist (ARB). This study compares reports of cough with losartan and three ACEIs used in general practice; Studies have been carried out for losartan, and three ACE inhibitors enalapril, lisinopril and perindopril, using the Prescription-Event Monitoring technique. Patients were identified using dispensed prescription data. Questionnaires were sent to the patients' general practitioners 6 months after the date of the first prescription. Cases of cough within the first 60 days of losartan treatment that led to drug withdrawal were followed up with additional questionnaires. Reported incidence rates of cough were calculated. In order to reduce the impact of carryover effects, rate ratios were calculated for first reports of cough between days 8 and 60 using losartan as the index drug; The cohort for each drug exceeded 9000 patients. The distributions by age and sex and the prescription indications of the four drugs were similar. Cough was the most common reason for discontinuation of losartan and the most frequently reported event in the first month of treatment with this drug. When reports of cough between days 1 and 7 were excluded, cough rates were significantly higher for all three ACEIs compared with losartan (rate ratios 1.5, 4.8, and 5.7, all P < 0 .03). 101 patients had discontinued losartan due to cough. Ninety-one percent of these had previously been prescribed an ACE inhibitor and 86% had previously experienced cough with an ACE inhibitor; Carryover represented the observed excess of reports of cough with losartan. Cough rates between days 8 and 60 were significantly higher for all three ACE inhibitors compared with losartan. Confounders associated with comparative observational cohort studies are discussed.",0,0
18,10073783,Angiotensin-converting enzyme inhibition as antiatherosclerotic therapy: no answer yet. QUIET Researchers. Quinapril Ischemic Event Trial.,,"Cashin-Hemphill, L; Holmvang, G; Chan, R C; Pitt, B; Dinsmore, R E; Lees, R S","Angiotensin-converting enzyme inhibitors have been shown to have clinical benefit in congestive heart failure. Whether they also provide benefit to patients with coronary artery disease in the absence of congestive heart failure through an antiatherosclerotic mechanism is a question that the Quinapril Ischemic Event Trial Quantitative Coronary Angiography (QCA) study attempted to answer: 1,750 patients with normal left ventricular function who undergoing coronary angiography and angioplasty were randomized to quinapril 20 mg/day versus placebo and followed for 3 years for cardiac endpoints. A randomly selected subgroup of the total cohort underwent follow-up angiography. The primary QCA endpoint was the categorical designation of progression versus non-progression, defined by QCA or by a cardiac event in patients selected for the QCA trial who did not have a usable follow-up radiograph. Secondary endpoints in patients with 2 angiograms were: development of new stenosis, change in minimum lumen diameter index, and change in percent diameter stenosis index. There were 119 progressors among 243 placebo-treated patients (49%) and 111 progressors among 234 quinapril-treated patients (47%) (p = NS). There were 44 patients with new stricture development in the placebo group (19%) and 50 (22%) in the quinapril group (p = NS). The change in minimum lumen diameter index was -0.21+/-0.03 mm in the placebo group and -0.18+/-0.03 mm in the quinapril group (p = NS). Finally, the change in percentage diameter stenosis index was +5.1+/-1.0 in the placebo group and +3.5+/-1.0 in the quinapril group (p = NS ). Potential confounders of this trial are presented and discussed.",0,0
19,10073846,Comparison of the effects of losartan and captopril on mortality in patients after acute myocardial infarction: the OPTIMAAL trial design. Optimal therapy in myocardial infarction with the angiotensin II antagonist Losartan.,,"Dickstein, K; Kjekshus, J","Patients with acute myocardial infarction and evidence of heart failure or left ventricular dysfunction during the acute phase are at excess mortality risk. Angiotensin-converting enzyme inhibitor therapy attenuates the deleterious effects of angiotensin II and has been shown to substantially reduce morbidity and mortality in this population. Selective angiotensin type 1 receptor antagonism with losartan, which inhibits the effects of angiotensin II regardless of its source at the receptor level, may provide more complete blockade of the renin-angiotensin system. The Optimal Therapy in Myocardial Infarction with the Angiotensin II Antagonist Losartan (OPTIMAAL) study is a multicenter, double-blind, randomized, parallel, captopril-controlled trial. The main hypothesis is that, compared to captopril, losartan will reduce the risk of all-cause mortality by 20% in high-risk patients after acute myocardial infarction. The study population will consist of 5,000 patients, > or = 50 years of age, with heart failure in the acute phase or with a new anterior infarction with Q wave or reinfarction. Patients will be randomized to receive treatment with losartan or captopril. All patients will be followed until 937 deaths (event-based) occur. The primary endpoint is total mortality (all-cause mortality). Secondary and tertiary endpoints are sudden death (and/or resuscitated cardiac death) and fatal/non-fatal reinfarction. Based on assumed event rate, treatment effect, and 95% power to detect a 20% reduction in all-cause mortality at the 4.3% significance level (2-sided, adjusted for 2 interim analyses) , the trial will recruit at least 5004 patients and continue until reaching a total number of 937 events (intention-to-treat analysis).",1,0
20,10075143,Study on propionyl-L-carnitine in chronic heart failure.,,,"In patients with chronic heart failure, fatigue is independent of hemodynamic and neuroendocrine changes and is possibly due to impaired muscle metabolism. Previous studies have shown that propionyl-L-carnitine, a carnitine derivative, improves muscle metabolism. The objective of this study was to evaluate the effect of propionyl-L-carnitine on exercise capacity in patients with mild-to-moderate chronic heart failure, treated with ACE inhibitors and diuretics.; This was a phase III, double-blind, randomized, parallel, multicenter study. The primary objective was to assess the effect of propionyl-L-carnitine versus placebo on maximal exercise duration using a bicycle exercise test. The primary analysis performed in the intention-to-treat population (271 and 266 patients on propionyl-L-carnitine and placebo) showed no statistically significant differences between treatments. A difference of 15 s in favor of propionyl-L-carnitine was observed in the completer/complier population (P = 0.092). An a priori specified subgroup analysis in patients stratified by maximal baseline exercise duration showed a trend of improvement in propionyl-L-carnitine patients with shorter maximal exercise duration. An a priori unspecified analysis in patients stratified by ejection fraction (< or = 30% vs 30-40%), showed a statistically significant difference in maximal exercise duration in favor of propionyl-L-carnitine in those patients with a higher ejection fraction (40 s, P<0.01). There were no security issues.; The study does not meet the main objective, but confirms the good safety profile of propionyl-L-carnitine. A non-prespecified exploratory analysis suggests that propionyl-L-carnitine improves exercise capacity in patients with preserved cardiac function. This hypothesis must be confirmed by a specific tailored study.",0,0
