record_id,title,abstract,label_included,label_abstract_screening,duplicate_record_id
11,(S)Partners for Heart Health: A school-based program to improve physical activity and nutrition to improve cardiovascular health in grade 5 students,"BACKGROUND: The American Heart Association Position Statement on the Promotion of Cardiovascular Health in Public Schools encourages school-based interventions for primary prevention of cardiovascular disease (CVD) in children through prevention or reduction of risk factors, with an emphasis on creating an environment that promotes healthy food choices. and physical activity (PA). To address issues related to CVD risk factors, including obesity, in Michigan children, a multidisciplinary team of Michigan State University (MSU) faculty, clinicians, and healthcare students was formed as a ""(S)partner"" with elementary school physics education. Education (PE) teachers and MSU Extension staff to develop and implement an affordable, sustainable program for CVD risk factor prevention and management for 5th grade students. This (S) partnership aims to strengthen and improve the existing 5th grade PE, health and nutrition curriculum by achieving the following objectives: 1) to improve students' knowledge, attitudes, and confidence in nutrition, FA, and heart health""; 2) to increase PA and nutrition number of students reaching national recommendations; and 3) increasing the number of students with desired CVD risk factor status based on national pediatric guidelines. Secondary purposes include promoting school staff and parental support for heart health to help children achieve their goals and provide experiential learning and service to MSU healthcare professionals for academic credit. METHODS/DESIGN: This pilot effectiveness study was approved by the MSU IRB. At the beginning and end of the academic year, students undergo a CVD risk factor assessment conducted by MSU medical students and graduate students. Key intervention components include eight lesson plans (performed bimonthly) designed to promote heart-healthy eating and PA behaviors, conducted by Physical Education teachers with the assistance of MSU undergraduate dietetics and kinesiology students (Spartners). In the last 10 minutes of each class, MSU Spartners organizes small breakout/discussion groups with 5th graders. Additionally, each Spartner case manages/mentors two to three 5th graders using a web-based goal setting and tracking protocol throughout the school year. DISCUSSION: This article explains the rationale, development, and methods of the Spartners for Heart Health program. This is a multi-level intervention designed to promote heart health behaviors and prevent or manage CVD risk factors in children. We believe this will be a viable, sustainable intervention that can be disseminated and adopted by other institutions at minimal cost, by involving university students as an integral part of measurement and response teams.",0,0,
12,“Value for money” : use with caution,"In this issue, Owens and colleagues (1) argue that the goal of policy should be to “protect the delivery of good value interventions.” “Unintentional reductions in effective and efficient maintenance”. Cutler and colleagues (2) argued that an intervention that benefits more than costs is socially beneficial regardless of whether it increases spending or not. The American College of Physicians Clinical Guidelines Committee makes an important contribution to this policy debate by providing definitions and concepts to guide the pursuit of high-value healthcare, but its ""value for money"" goal raises many questions that warrant further discussion. .",0,0,
13,15 Red Herrings and 100 Apples Split: A Careful Story from the Mid-19th Century on Comparing Hospital Mortality Rates,"In 1863, Florence Nightingale argued that London hospitals were dangerous, especially when compared to provincial facilities. He backed up this claim with statistics published in William Fair's General Registrar's report, which claimed that the death rates of 24 London hospitals exceeded 90%, while rural hospitals had an average mortality rate of 13%. Farr calculated mortality rates by dividing the total number of patients who died during the year by the number of inpatients in a single day. Calculated by dividing the annual number of deaths by the total number of inpatients during the year, the death rate for London hospitals was 10%. A heated debate erupted in the London medical press about how best to calculate hospital mortality rates. Critics argued that Farr did not adjust to the differences in disease severity between urban and rural hospitals, and that his figures would mislead the public. Farr and Nightingale criticized the poor quality of hospital data. This story reinforces the need to understand the methodological derivation of statistics aimed at comparing provider quality.",0,0,
14,1931 German guidelines on human experimentation,,0,0,
15,2013 ACC/AHA cholesterol treatment guideline: A paradigm shift in managing the risk of atherosclerotic cardiovascular disease,"The 2013 American College of Cardiology/American Heart Association Guidelines on the Treatment of Blood Cholesterol to Reduce Atherosclerotic Cardiovascular Risk in Adults represents a major shift from previous cholesterol management guidelines. The new guidelines include data from the most comprehensive meta-analyses as well as individual randomized trials and present several major paradigm shifts, including: targeting to reduce the risk of ASCVD rather than targeting LDL-C levels, advocating the use of evidence - based on statin doses and statin as first-line therapy Use of a new risk calculator and risk cut-off point to guide initiation of therapy. These major changes have caused controversy and confusion in the medical community, with some clinicians hesitant to embrace this change. We review the evidence underlying these major changes, compare them with other major lipid guidelines, and propose an integrated approach to managing dyslipidemia to reduce the risk of atherosclerotic cardiovascular disease.",0,0,
16,2015 AAHA/AAFP pain management guidelines for dogs and cats,"RATIONALE: Strong advances in pain management for pets underpinned the decision of the American Association of Animal Hospitals (AAHA) and the American Association of Feline Practitioners (AAFP) to expand the information provided in the 2007 AAHA/AAFP Pain Management Guidelines. The 2015 Guidelines summarize much of this new information and provide a distinctive review. RELATED: Pain management is at the core of veterinary practice, alleviating pain, improving patient outcomes, and increasing both quality of life and the veterinarian-client-patient relationship. These Guidelines support veterinarians in putting pain management into practice and improving patient care. APPROACHES: Management of pain requires ongoing care that includes anticipation, early intervention, and assessment of response on an individual patient basis. A team-oriented approach, including the owner, is essential to maximize the recognition, prevention and treatment of pain in animals. EVIDENCE BASE: Guidelines include both pharmacological and non-pharmacological methods for managing pain"", which are as evidence-based as possible and otherwise represent an expert opinion. Behavioral changes are currently the main indicator of pain and the healing process or course of progression and recently confirmed pain Postoperative pain is largely predictable, but there is a strong body of evidence to support strategies to alleviate maladaptive and maladaptive forms. Chronic pain is dominated by degenerative joint disease (DJD). It is one of the most important and underdiagnosed diseases of cats and dogs. DJD It is ubiquitous, found in pets of all ages, and inevitably progresses over time; evidence-based strategies for management are established in dogs and emerging in cats.",0,0,
17,5As Team obesity intervention in primary care: development and evaluation of collaborative decision-making weight management tools,"Despite several clinical practice guidelines, a significant gap remains in the prevention and management of obesity in primary care. To address the need to change provider behavior, a randomized controlled trial with convergent mixed methods evaluation was conducted, the 5As Team (5AsT) study. The 5AsT toolkit was developed as part of the 5AsT response. This article describes the development process and evaluation of these tools. The tools were jointly developed by the multidisciplinary research team and 5AST, which included registered nurses/nurse practitioners (n = 15), mental health professionals (n = 7) and registered dietitians (n = 7). The 5AsT intervention group is in a primary care network in Edmonton, Alberta, Canada. 5AsT tool development occurred through a need-based, iterative process of practice/practice during learning collaborative sessions of the 5AsT intervention. During tool development, feedback was received through field notes, and final vendor evaluation was done through anonymous surveys. Twelve tools were developed with 5AsT. All tools were rated 'most useful' or 'moderately useful' in primary care practice by 5AsT. Four key findings during 5AsT tool development were the need for: adaptive tools, tools to facilitate interdisciplinary practice, tools to help patients understand realistic expectations for weight loss, and collaborative decision-making tools for goal setting and relapse prevention. The 5AsT tools are essential tools of care that extend the usefulness of the 5A of the obesity management framework in clinical practice.",0,0,
18,6-PACK program to reduce fall injuries in acute hospitals: cluster randomized controlled trial,"OBJECTIVE To evaluate the effect of the 6-PACK program on falls and fall injuries in acute wards. DESIGN Cluster randomized controlled trial. SET Six Australian hospitals. PARTICIPANTS All patients admitted to 24 acute services during the trial period. INTERVENTIONS Participating wards were randomly assigned to receive the nurse-led 6-PACK program or usual care for 12 months. The 6-PACK program included a fall risk tool and personalized use of one or more of six interventions: 'fall alert' sign, surveillance of patients in the bathroom, ensuring patients' walking aids are accessible, toilet regimen, low-low bed and bed/chair alarm use of. MAIN OUTCOME MEASURES Co-primary outcomes were falls and fall injuries per 1000 bed days. RESULTS During the trial, 46,245 referrals were made to 16 medical and eight surgical services. This represented 31 411 individual patients, as many were admitted more than once. Patients' characteristics and length of stay were similar in intervention and control services. The use of 6-PACK program components was higher in intervention services than in control services (incidence rate 3.05, 95% confidence interval 2.14 to 4.34""; P<0.001). A total of 1831 falls and 613 fall injuries occurred, with falling rates (incidence ratio 1.04, P<0.001). 0.78 to 1.37; P=0.796) and fall injuries (0.96, 0.72 to 1.27; ""P=0.766) were similar in intervention and control services. RESULTS Following the introduction of the 6-PACK program, positive changes have occurred in fall prevention practice. However, there was no difference in fall and fall injuries between the groups. There is no high-quality evidence demonstrating the effectiveness of fall prevention interventions in acute services. There is an urgent need for new solutions to the problem of falling in the hospital. TRIAL REGISTRATION Australia New Zealand Clinical Trials Registry ACTRN12611000332921.",0,0,
19,"pre-post study using OncoDoc, a guideline decision support system for breast cancer management: impact on physician prescribing behavior","Guideline-based decision support systems have been developed to influence clinicians' prescribing behaviors, but have not yet been shown to increase physician compliance with routine best practices. OncoDoc is a non-automated system that provides flexibility in guide interpretation to obtain the best patient-specific recommendations at the point of care. OncoDoc is applied in the treatment of breast cancer. We tested the system in a pre-post study at the Institut Gustave Roussy in which treatment decisions for breast cancer patients were measured before and after using the system to assess the impact on physicians' prescribing behavior. After 4 months, 127 decisions were recorded. Physicians' compliance with OncoDoc was significantly improved after using the system, reaching 85.03% (p < 10(-4)). Comparison of initial and final decisions showed that doctors changed their prescriptions in 31% of cases. Clinical trial accrual rate increased 50%, but not statistically significant as it was estimated in small numbers.",0,1,
20,Behavioral-Economic Perspective on Poverty,"Standard theories about poverty fall into two camps. Social scientists view the behavior of the economically disadvantaged as either calculated adaptations to prevailing conditions or as the result of a unique ""culture of poverty"" filled with perverse values. The first camp assumes that people are highly rational, have consistent and justified beliefs, and achieve their goals effectively, without error, and without needing help. The second camp attributes to the poor a variety of psychological and attitudinal shortcomings that often mislead their views and make their choices fallible and require paternalistic guidance. We propose a third opinion. We argue that the behavior patterns of the poor can be neither perfectly calculating nor particularly perverse. Rather, in narrow margins of poverty, the poor may exhibit the same basic weaknesses and prejudices as people from other walks of life, except that the same behaviors often manifest in more pronounced ways and lead to worse outcomes. Below we show the kinds of insights that can be gained from a more behaviorally realistic analysis of the economic conditions of the poor and propose alternative policies.",0,0,
21,behaviorally effective model for the training of general health professionals by a rheumatology team.,"This project evaluated a model for in-service arthritis education, based in part on the principles of applied behavior analysis. Thirty-seven public health nurses (PHNs) from 10 rural areas of the Midwest received training in screening and management of patients with arthritis"";"" A random half of counties received public and physician information interventions designed to increase arthritis referrals to community physicians under certain circumstances. In clinical interviews with PHN patients, modest but significant increases were seen in 14 of 16 target behaviors attributable to in-service training. Physician referral rates were unaffected by either intervention, as the measured effect of arthritis was low in this older adult population. This model illustrates generalizable behavior modification guidelines that assist traditional procedures for the development of professional arthritis education.",0,0,
22,"case of osteomalacia, osteoporosis and hypercalcemia",,0,0,
23,A case of sarcoidosis with cryptococcal meningitis demonstrated at the Royal Graduate School of Medicine,A fatal case is told about a 30-year-old officer who served abroad.,0,0,
24,"A case report evaluating a large-scale health systems improvement project in an uncontrolled environment: a quality improvement initiative in KwaZulu-Natal, South Africa","Purpose New approaches are needed to assess quality improvement (QI) in large-scale public health efforts. This case report details the challenges of large-scale QI assessment and proposes solutions based on adaptive study design. Study design We used a two-row assessment method to examine a QI effort to improve delivery of HIV preventive care in public health facilities in three regions in KwaZulu-Natal, South Africa, over a 3-year period. We initially used a cluster randomized controlled trial (RCT) design. Key findings During the RCT study period, tensions arose between intervention delivery and assessment design due to the loss of randomization unit integrity over time, pressure to implement changes across randomization unit boundaries, and the use of administrative rather than functional structures for randomization. In response to this loss of design integrity, we moved to a more flexible intervention design and mixed method quasi-experimental evaluation based on both a qualitative analysis and a discontinuous time-series quantitative analysis. Conclusions Cluster RCT designs may not be optimal for evaluating complex interventions to improve implementation in uncontrolled ""real world"" environments. More flexible, context-sensitive assessment designs provide the data needed to evaluate efficacy, while offering a better balance between the need to adjust intervention during assessment to meet implementation challenges. Our case study involved HIV care in a resource-limited setting, but these issues likely apply to complex remedial interventions in other settings.",0,0,
25,central cardiovascular risk service to improve compliance with the guideline in private primary care offices,"BACKGROUND: Many major healthcare systems now employ clinical pharmacists in team-based care to assist patients and physicians with the management of cardiovascular (CV) diseases. However, small private offices often lack the resources to hire a clinical pharmacist for their office. The aim of this study was to evaluate whether a centralized, web-based CV risk service (CVRS) managed by clinical pharmacists would improve compliance with the guideline in primary care offices in rural and small communities. METHODS: This is a randomized prospective study clustered in 12 primary care offices. Medical offices were randomized to either CVRS intervention or usual care. The intervention will last 12 months and all subjects will have research visits at baseline and at 12 months. Primary outcomes will include compliance with treatment guidelines and control of key CV risk factors. Data will also be abstracted from medical records at 30 months to determine whether the effect of the intervention persists after it has been stopped. RESULTS: Subjects in this study will be enrolled until 2015 and results will be announced in 2018. This study will provide information on whether a remote, centralized CV risk service can improve compliance with the guideline in medical offices that do not have the resources to employ clinical pharmacists.",0,1,
26,clinical decision support system for the prevention of venous thromboembolism: impact on physician behavior.,"CONTEXT: Computer-based clinical decision support systems (CDSSs) have been promoted because of their potential to improve the quality of healthcare. However, given the limited range of clinical settings in which they are tested, such systems must be rigorously evaluated before they can be widely applied to clinical practice. OBJECTIVE: To determine whether the submission of venous thromboembolism prophylaxis guidelines using CDSS increases the proportion of appropriate clinical practice decisions. DESIGN: Time series study conducted between December 1997 and July 1999. LOCATION: Orthopedic surgery department of a teaching hospital in Paris, France. PARTICIPANTS: A total of 1971 patients who underwent orthopedic surgery. INTERVENTION: A CDSS designed to provide immediate information on the prevention of venous thromboembolism among surgical patients was integrated into daily medical practice over three 10-week intervention periods, alternating with four 10-week control periods with a 4-week washout between each period. MAIN OUTCOME MEASURE: The proportion of eligible prescriptions ordered for anticoagulation according to predetermined clinical guidelines during the intervention and control periods. RESULTS: Physicians performed 82.8% of cases (95% confidence interval [CI], 77.6%-87.1%) during the control periods and 94.9% (95% CI, 92.5%-%) of the cases during the intervention periods. 96.6) complied with the guidelines. Prescription compliance increased significantly during each intervention period (P<.001). Each time CDSS was removed, physician practice reverted to what was observed before intervention was initiated. The relative risk of inappropriate implementation decisions during intervention versus control periods was 3.8 (95% CI, 2.7–5.4). CONCLUSION: In our study, the implementation of clinical guidelines for venous thromboembolism prophylaxis through a CDSS, which is routinely used in an orthopedic surgery department and integrated into the hospital information system, changed physician behaviors and improved compliance with guidelines. JAMA. 2000"";""283:2816-2821",1,1,
27,Clinical trial of knowledge-based medical records,"To meet the needs of primary care physicians caring for patients with HIV infection, we have developed an informed medical record to enable the online patient record to play an active role in the care process. These programs integrate online patient enrollment, rule-based decision support, and full-text information retrieval into a clinical workstation for the practicing clinician. We conducted a controlled clinical trial among physicians and nurses caring for 349 patients infected with human immunodeficiency to determine whether the use of knowledge-based medical records was associated with faster and fuller compliance with practice guidelines and improved quality of care. virus (HIV)"";"" 191 patients were treated by 65 physicians and nurse practitioners assigned to the intervention group, and 158 patients were treated by 61 physicians and practitioner nurses assigned to the control group. During the 18-month study period, the computer generated 303 alerts in the intervention group and 388 in the control group. The median response time of clinicians to these stimuli was 11 days in the intervention group and 52 days in the control group (PJJ0.0001, log-rank test). During the study, the computer generated 432 primary care reminders for the intervention group and 360 reminders for the control group. The median response time of clinicians to these alerts was 114 days in the intervention group and more than 500 days in the control group (PJJ0.0001, log-rank test). Of 191 patients in the intervention group, 67 (35%) had one or more hospitalizations, compared with 70 (44%) of 158 patients in the control group (stratified Wilcoxon test for initial CD4 count). There was no difference in survival between the intervention and control groups (P = 0.18, log-rank test). We concluded that our clinical workstation significantly altered physicians' behavior in their response to warnings about primary care interventions, resulting in fewer HIV-infected patients being admitted to hospital.",0,1,
28,clinically integrated postgraduate education program in evidence-based medicine and a 'no intervention' program to improve disability assessments: a cluster of randomized clinical trials,"BACKGROUND: Although various studies have shown that teaching KBT is effective in improving knowledge, there is currently no convincing evidence that teaching KBT also changes professional behavior in practice. Therefore, the primary aim of this study was to evaluate the effectiveness of a clinically integrated postgraduate education program in CPA on evidence-based disability assessment. METHODS AND RESULTS: In one set of randomized controlled trials, fifty-four case-based learning groups consisting of 132 physicians and 1680 patients were randomly assigned to intervention or control groups. The intervention group received a clinically integrated, postgraduate, 5-day evidence-based medical education program consisting of (home) assignments, peer teaching, interactive training in databases, lectures, and brainstorming sessions. No training was given to the control group. The primary outcome was evidence-based disability assessment, as indicated by the frequency of use of evidence of adequate quality in disability assessment reports. General CPA behavioral outcome measures are not available. Therefore, we followed the general guidelines for establishing performance indicators and set a preliminary limit for determining adequate quality as recommended for evaluating PE training. Doctors trained in CPA performed more evidence-based assessments of disability than physicians in the control group (difference in absolute ratio 9.7%, 95% CI 3.5 to 15.9). Primary outcome differences between groups remained significant after both cluster-adjusted analysis and additional sensitivity analyzes that accounted for subjects lost to follow-up. RESULTS: A CPA program has successfully enhanced the use of evidence in a non-hospital-based medical specialty. Our findings support general recommendations for using multiple training methods to change physician behavior. In addition, the professional context of the intervention was found to be very supportive, as searching databases, using and applying guidelines, and other forms of evidence were accepted as standard practice and encouraged by colleagues and management.",0,0,
29,clinic-based mammography intervention targeting inner-city women.,"OBJECTIVE: The aim was to evaluate the impact of a clinic-based intervention program on mammography use of urban women. DESIGN: A randomized controlled trial was conducted using the firm systems methodology. SETTING: The setting was a general internal medicine clinic at the university-affiliated county hospital serving the Seattle metropolitan area. PARTICIPANTS: Women aged 50 to 74 years who had at least one routine clinical appointment (when it was time for a mammogram) during the study period were enrolled (n = 314). INTERVENTIONS: The intervention program emphasized nursing involvement and included physician education, provider referrals, use of audio-visual and printed patient education materials, transportation assistance in the form of bus cards, pre-appointment phone or postcard reminders, and rescheduling assistance. Control firm women received usual care. MEASUREMENTS AND MAIN RESULTS: Completion of mammography within 8 weeks of clinical visits was significantly higher among intervention (49%) than in control (22%) tough women (p < .001). These effects persisted after adjusting for possible confusion based on age, race, health insurance coverage, and prior hospital experience with mammography (odds ratio 3.5: 95% confidence interval 1.9. 6.5). The intervention effect was modified based on the type of insurance coverage and previous mammography history. Process evaluation showed that bus transits and rescheduling efforts did not contribute to the observed increases in screening participation. CONCLUSIONS: A clinic-based program that includes physician education, provider referrals, patient education materials, and appointment reminders and that emphasizes nursing involvement could facilitate compliance with breast cancer screening guidelines among urban women.",0,1,
30,cluster randomized controlled trial of the clinical and cost-effectiveness of a 'whole systems' self-management support model for the management of long-term conditions in primary care: trial protocol,"Background Patients with long-term conditions are increasingly becoming the focus of quality improvement activities in healthcare to reduce their impact on quality of life and reduce the burden on care use. There is significant interest in the potential of self-management support to improve health and reduce use in these patient populations, but there is little consensus on the optimal model that will best provide this support. We describe the implementation and evaluation of self-management support through an evidence-based 'whole systems' model that includes patient support, training for primary care teams, and service realignment, all integrated into routine primary care. Methods The evaluation includes a large-scale, multi-site study of the implementation, efficacy, and cost-effectiveness of this model of self-administration support using a cluster of randomized controlled trials in patients with three long-term diabetes, chronic obstructive disease. lung disease (COPD) and irritable bowel syndrome (IBS). Outcome measures include health care utilization and quality of life. We describe the methods of the cluster randomized trial. Discussion If the 'whole systems' model proves to be effective and cost-effective, it will provide decision makers with a model for providing self-management support for populations with long-term conditions that can be broadly applied to maximize 'access' in all areas. larger patient population.",0,0,
31,cluster randomized clinical trial to improve prescribing patterns in outpatient pediatrics.,"Objectives After previously demonstrating that an electronic prescriber and decision support system improve pediatric prescribing behavior for otitis media in an academic clinical setting, we evaluated whether point-of-care presentation of the evidence could demonstrate similar effects for a wide variety of other common pediatric conditions. . Design Cluster randomized controlled trial. Setting An education clinic/clinical practice area and a primary care pediatric clinic serving a mix of rural and semi-urban patients. Participants A total of 36 providers at the training clinic/practice site and eight providers at the private primary pediatric clinic. Intervention An evidence-based messaging system that provides real-time evidence to providers based on prescribing practices for acute otitis media, allergic rhinitis, sinusitis, constipation, pharyngitis, croup, urticaria, and bronchiolitis. Outcome measures Proportion of prescriptions given in accordance with the evidence. Results The proportion of prescriptions given in accordance with the evidence increased by four percentage points after intervention, from 38% at baseline to 42%. The control group improved by one percentage point from 39% at the beginning to 40% at the end of the trial. The adjusted difference between the intervention and control groups was 8% (95% confidence interval 1%, 15%). The effectiveness of the intervention did not decrease over time. Conclusion For common pediatric outpatient conditions, a point-of-care evidence-based prescriber and decision support system has been associated with significant improvements in prescribing practice.",1,1,
